Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3832.00,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009.00,Fighting,Nintendo,0.45,0.04,0,0.04,0.52
3833.00,Fight Night Round 3,PSP,2006.00,Fighting,Electronic Arts,0.46,0.02,0,0.05,0.52
3834.00,The Golden Compass,PS2,2007.00,Action,Sega,0.13,0.00,0,0.39,0.52
3835.00,Final Fantasy Chronicles,PS,2001.00,Role-Playing,Square,0.29,0.2,0,0.03,0.52
3836.00,NBA Live 08,X360,2007.00,Sports,Electronic Arts,0.47,0.00,0,0.04,0.52
3837.00,Syphon Filter 3,PS,2001.00,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03,0.52
3838.00,Star Wars Battlefront: Elite Squadron,DS,2009.00,Shooter,LucasArts,0.44,0.04,0,0.04,0.52
3839.00,Metal Gear Solid 2: Substance,PS2,2002.00,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
3840.00,We Love Katamari,PS2,2005.00,Puzzle,Electronic Arts,0.26,0.2,0,0.07,0.52
3841.00,NCAA Football 2003,XB,2002.00,Sports,Electronic Arts,0.39,0.11,0,0.02,0.52
3842.00,Way of the Samurai 3,PS3,2008.00,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52
3843.00,NBA Live 09,PS3,2008.00,Sports,Electronic Arts,0.46,0.00,0.02,0.04,0.52
3844.00,DC Universe Online,PS3,2011.00,Role-Playing,Sony Online Entertainment,0.35,0.12,0,0.06,0.52
3845.00,Ready 2 Rumble Boxing: Round 2,PS,2000.00,Fighting,Midway Games,0.29,0.2,0,0.03,0.52
3846.00,Mega Man 6,NES,1993.00,Platform,Capcom,0.28,0.07,0.16,0.01,0.52
3847.00,Mission: Impossible,PS,1999.00,Action,Infogrames,0.29,0.2,0,0.03,0.52
3848.00,Final Fantasy Explorers,3DS,2014.00,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52
3849.00,Rival Schools: United By Fate,PS,1998.00,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52
3850.00,Bully: Scholarship Edition,Wii,2008.00,Action,Take-Two Interactive,0.17,0.29,0,0.06,0.52
3851.00,IL-2 Sturmovik: Birds of Prey,X360,2009.00,Simulation,505 Games,0.23,0.24,0,0.05,0.52
3852.00,PlayStation All-Stars Battle Royale,PSV,2012.00,Action,Sony Computer Entertainment,0.26,0.15,0.01,0.1,0.52
3853.00,Ratatouille,PS3,2007.00,Action,THQ,0.09,0.32,0,0.11,0.52
3854.00,Cars Toon: Mater's Tall Tales,Wii,2010.00,Misc,Disney Interactive Studios,0.46,0.02,0,0.03,0.52
3855.00,Kung Fu Panda,PS3,2008.00,Action,Activision,0.21,0.21,0,0.09,0.52
3856.00,Swing Away Golf,PS2,2000.00,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52
3857.00,J-League Pro Soccer Club o Tsukurou! 3,PS2,2003.00,Sports,Sega,0.00,0.00,0.52,0,0.52
3858.00,Tomb Raider: Legend,PS2,2006.00,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
3859.00,Ratatouille,Wii,2007.00,Action,THQ,0.44,0.04,0,0.04,0.52
3860.00,Freedom Fighters,PS2,2003.00,Shooter,Electronic Arts,0.25,0.2,0,0.07,0.52
3861.00,Gun,XB,2005.00,Shooter,Activision,0.38,0.12,0,0.02,0.52
3862.00,That's So Raven 2: Supernatural Style,GBA,2005.00,Adventure,Disney Interactive Studios,0.37,0.14,0,0.01,0.52
3863.00,Lair,PS3,2007.00,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
3864.00,Madden NFL 07,PS3,2006.00,Sports,Electronic Arts,0.47,0.00,0.01,0.04,0.52
3865.00,The Punisher,PS2,2005.00,Action,THQ,0.25,0.2,0,0.07,0.52
3866.00,Front Mission 3,PS,1999.00,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52
3867.00,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006.00,Misc,Nintendo,0.00,0.00,0.52,0,0.52
3868.00,SSX On Tour,PS2,2005.00,Sports,Electronic Arts,0.25,0.2,0,0.07,0.52
3869.00,Tony Hawk's Pro Skater 3,GBA,2002.00,Sports,Activision,0.37,0.14,0,0.01,0.52
3870.00,Harry Potter and the Prisoner of Azkaban,GBA,2004.00,Action,Electronic Arts,0.37,0.14,0,0.01,0.52
3871.00,Petz: Hamsterz Life 2,DS,2007.00,Misc,Ubisoft,0.48,0.00,0,0.04,0.52
3872.00,Omega Boost,PS,1999.00,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52
3873.00,The Sims 2: Open for Business,PC,2006.00,Simulation,Electronic Arts,0.46,0.05,0,0,0.52
3874.00,Iron Man,DS,2008.00,Action,Sega,0.35,0.12,0,0.05,0.52
3875.00,NFL 2K3,XB,2002.00,Sports,Sega,0.38,0.11,0,0.02,0.52
3876.00,NBA Live 2002,PS,2001.00,Sports,Electronic Arts,0.29,0.19,0,0.03,0.52
3877.00,Jampack Winter 2002,PS2,2002.00,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.52
3878.00,My Word Coach,Wii,2007.00,Misc,Ubisoft,0.46,0.02,0,0.04,0.51
3879.00,Way of the Samurai,PS2,2002.00,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
3880.00,Dragon Age: Origins,PC,2009.00,Role-Playing,Electronic Arts,0.00,0.46,0,0.06,0.51
3881.00,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.00,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51
3882.00,Fishing Derby,2600.00,N/A,Sports,Activision,0.48,0.03,0,0.01,0.51
3883.00,Pac-Man Fever,PS2,2001.00,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.51
3884.00,The LEGO Movie Videogame,XOne,2014.00,Action,Warner Bros. Interactive Entertainment,0.34,0.13,0,0.04,0.51
3885.00,The 3rd Birthday,PSP,2010.00,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51
3886.00,Prince of Persia Trilogy,PS3,2010.00,Action,Ubisoft,0.17,0.25,0,0.09,0.51
3887.00,International Track & Field,PS,1996.00,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51
3888.00,100 All-Time Favorites,DS,2009.00,Puzzle,Ubisoft,0.35,0.12,0,0.04,0.51
3889.00,HSX HyperSonic.Xtreme,PS2,2002.00,Racing,Midas Interactive Entertainment,0.25,0.2,0,0.07,0.51
3890.00,StarCraft II: Legacy of the Void,PC,2015.00,Strategy,Activision,0.18,0.29,0,0.04,0.51
3891.00,Tiger Woods PGA Tour 13,X360,2012.00,Sports,Electronic Arts,0.29,0.18,0,0.04,0.51
3892.00,SoulCalibur: Broken Destiny,PSP,2009.00,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51
3893.00,The Saboteur,X360,2009.00,Action,Electronic Arts,0.26,0.21,0,0.05,0.51
3894.00,Lords of the Fallen,PS4,2014.00,Role-Playing,Square Enix,0.17,0.23,0.02,0.09,0.51
3895.00,Pro Evolution Soccer 2010,Wii,2009.00,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51
3896.00,Goldeneye 007: Reloaded,X360,2011.00,Shooter,Activision,0.25,0.21,0,0.05,0.51
3897.00,Jam With the Band,DS,2008.00,Misc,Nintendo,0.00,0.00,0.51,0,0.51
3898.00,Madden NFL 2004,GC,2003.00,Sports,Electronic Arts,0.4,0.1,0,0.01,0.51
3899.00,Jikkyou Powerful Pro Yakyuu 10,PS2,2003.00,Sports,Konami Digital Entertainment,0.00,0.00,0.51,0,0.51
3900.00,Summoner,PS2,2000.00,Role-Playing,THQ,0.25,0.2,0,0.07,0.51
3901.00,Virtual Pool,PS,1997.00,Sports,Interplay,0.28,0.19,0,0.03,0.51
3902.00,NBA Live 07,PSP,2006.00,Sports,Electronic Arts,0.47,0.00,0,0.04,0.51
3903.00,Sega Bass Fishing,Wii,2008.00,Sports,Sega,0.46,0.01,0,0.04,0.51
3904.00,Fire Emblem: Radiant Dawn,Wii,2007.00,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
3905.00,Dynasty Warriors,PSP,2004.00,Action,Tecmo Koei,0.18,0.01,0.3,0.02,0.51
3906.00,"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005.00,Misc,THQ,0.37,0.14,0,0.01,0.51
3907.00,Dragon Ball: Raging Blast,X360,2009.00,Fighting,Namco Bandai Games,0.36,0.09,0.02,0.04,0.51
3908.00,Rugrats: Scavenger Hunt,N64,1999.00,Misc,THQ,0.41,0.09,0,0.01,0.51
3909.00,Wrecking Crew,NES,1985.00,Platform,Nintendo,0.00,0.00,0.51,0,0.51
3910.00,International Superstar Soccer 2000 (All region sales),N64,1999.00,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51
3911.00,Major League Baseball 2K10,X360,2010.00,Sports,Take-Two Interactive,0.47,0.00,0,0.04,0.51
3912.00,Monsters vs. Aliens,DS,2009.00,Action,Activision,0.33,0.13,0,0.05,0.51
3913.00,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010.00,Shooter,Activision,0.24,0.19,0,0.08,0.51
3914.00,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006.00,Platform,THQ,0.45,0.02,0,0.04,0.51
3915.00,Lost: Via Domus,PS3,2008.00,Action,Ubisoft,0.19,0.23,0,0.09,0.51
3916.00,NBA Live 2004,XB,2003.00,Sports,Electronic Arts,0.44,0.04,0,0.02,0.51
3917.00,Dai-4-Ji Super Robot Taisen S,PS,1996.00,Strategy,Banpresto,0.00,0.00,0.48,0.03,0.51
3918.00,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.00,Platform,THQ,0.37,0.14,0,0.01,0.51
3919.00,WWE SmackDown vs. RAW 2007,X360,2006.00,Fighting,THQ,0.44,0.03,0,0.04,0.51
3920.00,Ace Combat Zero: The Belkan War,PS2,2006.00,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51
3921.00,R.U.S.E.,PS3,2010.00,Strategy,Ubisoft,0.18,0.22,0.02,0.09,0.51
3922.00,Disgaea 3: Absence of Justice,PS3,2008.00,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51
3923.00,Test Drive Unlimited,PSP,2007.00,Racing,Atari,0.08,0.28,0,0.15,0.51
3924.00,LEGO Dimensions,WiiU,2015.00,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0,0.05,0.51
3925.00,Picross DS,DS,2007.00,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51
3926.00,Final Fantasy II Anniversary Edition,PSP,2007.00,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,0.51
3927.00,NHL 07,PS2,2006.00,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51
3928.00,Harry Potter and the Half-Blood Prince,PSP,2009.00,Action,Electronic Arts,0.18,0.21,0,0.12,0.51
3929.00,Quantum Break,XOne,2016.00,Action,Microsoft Game Studios,0.27,0.19,0.01,0.04,0.51
3930.00,NBA 2K11,Wii,2010.00,Action,Take-Two Interactive,0.47,0.01,0,0.03,0.51
3931.00,World Championship Poker,XB,2004.00,Misc,Crave Entertainment,0.37,0.11,0,0.02,0.51
3932.00,The BIGS,PS2,2007.00,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51
3933.00,Final Fantasy,WS,2000.00,Role-Playing,SquareSoft,0.00,0.00,0.51,0,0.51
3934.00,Burnout Revenge,X360,2006.00,Racing,Electronic Arts,0.42,0.05,0,0.04,0.51
3935.00,Rory McIlroy PGA Tour,PS4,2015.00,Action,Electronic Arts,0.18,0.24,0,0.08,0.51
3936.00,Euro Truck Simulator,PC,2008.00,Simulation,Rondomedia,0.00,0.42,0,0.09,0.51
3937.00,Dragon Ball Z: Supersonic Warriors,GBA,2004.00,Fighting,Atari,0.36,0.13,0,0.01,0.51
3938.00,Dishonored,PC,2012.00,Action,Bethesda Softworks,0.26,0.19,0,0.06,0.51
3939.00,Paws & Claws: Dogs & Cats Best Friends,DS,2007.00,Simulation,THQ,0.46,0.01,0,0.04,0.51
3940.00,NBA Ballers,XB,2004.00,Sports,Midway Games,0.37,0.11,0,0.02,0.51
3941.00,Silent Hill 4: The Room,PS2,2004.00,Action,Konami Digital Entertainment,0.25,0.19,0,0.06,0.51
3942.00,River Raid II,2600.00,1988.00,Shooter,Activision,0.47,0.03,0,0.01,0.51
3943.00,Capcom Classics Collection,PS2,2005.00,Misc,Capcom,0.22,0.17,0.05,0.06,0.51
3944.00,Guitar Hero Live,XOne,2015.00,Misc,Activision,0.29,0.17,0,0.05,0.51
3945.00,Wolfenstein: The New Order,PS3,2014.00,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
3946.00,Monopoly Party,PS2,2002.00,Misc,Infogrames,0.25,0.19,0,0.06,0.51
3947.00,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009.00,Adventure,GSP,0.12,0.33,0,0.06,0.51
3948.00,NHL FaceOff 98,PS,1997.00,Sports,Sony Computer Entertainment,0.28,0.19,0,0.03,0.51
3949.00,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004.00,Action,THQ,0.36,0.13,0,0.01,0.5
3950.00,F1 2012,X360,2012.00,Racing,Codemasters,0.1,0.35,0,0.06,0.5
3951.00,NHL 09,X360,2008.00,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5
3952.00,Sonic Riders,PS2,2006.00,Racing,Sega,0.42,0.02,0,0.07,0.5
3953.00,Looney Tunes: Back in Action,PS2,2003.00,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0,0.06,0.5
3954.00,Wet,X360,N/A,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5
3955.00,Midnight Magic,2600.00,1983.00,Action,Atari,0.47,0.03,0,0.01,0.5
3956.00,Alice: Madness Returns,X360,2011.00,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
3957.00,Pro Evolution Soccer 2012,X360,2011.00,Action,Konami Digital Entertainment,0.1,0.34,0,0.07,0.5
3958.00,Tiger Woods PGA Tour 07,PS3,2006.00,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5
3959.00,Midnight Club II,XB,2003.00,Racing,Take-Two Interactive,0.42,0.06,0,0.02,0.5
3960.00,Atelier Rorona: Alchemist of Arland,PS3,2009.00,Role-Playing,Nippon Ichi Software,0.22,0.12,0.11,0.05,0.5
3961.00,Monster Hunter Freedom 2,PS3,2011.00,Role-Playing,Capcom,0.00,0.00,0.5,0,0.5
3962.00,Dragon Ball Z: Supersonic Warriors 2,DS,2005.00,Fighting,Atari,0.14,0.02,0.32,0.02,0.5
3963.00,Avatar: The Last Airbender,GC,2006.00,Adventure,THQ,0.39,0.1,0,0.01,0.5
3964.00,Blue's Clues: Blue's Big Musical,PS,2001.00,Misc,THQ,0.28,0.19,0,0.03,0.5
3965.00,The Mummy Returns,PS2,2001.00,Action,Universal Interactive,0.25,0.19,0,0.06,0.5
3966.00,Hitman: Blood Money,PS2,2006.00,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5
3967.00,Disney Sing It,PS2,2008.00,Misc,Disney Interactive Studios,0.25,0.19,0,0.06,0.5
3968.00,Chopper Command,2600.00,1982.00,Shooter,Activision,0.47,0.03,0,0.01,0.5
3969.00,Activision Anthology,PS2,2002.00,Misc,Activision,0.25,0.19,0,0.06,0.5
3970.00,Crash: Mind Over Mutant,PS2,2008.00,Platform,Vivendi Games,0.25,0.19,0,0.06,0.5
3971.00,WWE 2K16,X360,2015.00,Sports,Take-Two Interactive,0.27,0.19,0,0.04,0.5
3972.00,LEGO The Hobbit,X360,2014.00,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0,0.04,0.5
3973.00,Babysitting Mama,Wii,2010.00,Simulation,505 Games,0.34,0.12,0,0.04,0.5
3974.00,Boogie,Wii,2007.00,Misc,Electronic Arts,0.43,0.03,0,0.04,0.5
3975.00,Theatrhythm: Final Fantasy,3DS,2012.00,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5
3976.00,Bleach: Soul Resurreccion,PS3,2011.00,Fighting,Nippon Ichi Software,0.27,0.11,0.07,0.05,0.5
3977.00,Madden NFL 07,Wii,2006.00,Sports,Electronic Arts,0.46,0.00,0,0.04,0.5
3978.00,Rugrats in Paris: The Movie,N64,2000.00,Action,THQ,0.4,0.09,0,0.01,0.5
3979.00,Dance Dance Revolution Universe 2,X360,2007.00,Simulation,Konami Digital Entertainment,0.46,0.01,0,0.04,0.5
3980.00,Star Wars: Jedi Starfighter,PS2,2002.00,Simulation,Activision,0.24,0.19,0,0.06,0.5
3981.00,Tactics Ogre: The Knight of Lodis,GBA,2001.00,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5
3982.00,Fortune Street,Wii,2011.00,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5
3983.00,Super Robot Taisen MX,PS2,2004.00,Strategy,Banpresto,0.00,0.00,0.5,0,0.5
3984.00,Alice in Wonderland,DS,2010.00,Adventure,Disney Interactive Studios,0.27,0.18,0,0.05,0.5
3985.00,NBA Street Homecourt,X360,2007.00,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5
3986.00,Spider-Man 2,DS,2004.00,Action,Activision,0.41,0.02,0.03,0.04,0.5
3987.00,Bases Loaded '96: Double Header,PS,1995.00,Sports,Jaleco,0.28,0.19,0,0.03,0.5
3988.00,Dead or Alive Ultimate,XB,2004.00,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5
3989.00,RPG Maker,PS,1997.00,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5
3990.00,FIFA 14,PSV,2013.00,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5
3991.00,Star Wars: Clone Wars,PS2,2002.00,Shooter,LucasArts,0.24,0.19,0,0.06,0.5
3992.00,The Saboteur,PS3,2009.00,Action,Electronic Arts,0.2,0.22,0,0.08,0.5
3993.00,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.00,Action,THQ,0.24,0.19,0,0.06,0.5
3994.00,Metal Gear Rising: Revengeance,X360,2013.00,Action,Konami Digital Entertainment,0.29,0.16,0,0.04,0.5
3995.00,Madden NFL 11,PS2,2010.00,Sports,Electronic Arts,0.41,0.02,0,0.07,0.5
3996.00,Major League Baseball 2K12,X360,2012.00,Sports,Take-Two Interactive,0.47,0.00,0,0.03,0.5
3997.00,Alien: Isolation,XOne,2014.00,Shooter,Sega,0.22,0.24,0,0.04,0.5
3998.00,The Price is Right,DS,2008.00,Misc,Ubisoft,0.46,0.00,0,0.04,0.5
3999.00,Monster Hunter,PS2,2004.00,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5
4000.00,Cars 2,X360,2011.00,Racing,Disney Interactive Studios,0.28,0.17,0,0.05,0.5
4001.00,Dreamworks Madagascar Kartz,Wii,2009.00,Racing,Activision,0.29,0.16,0,0.05,0.5
4002.00,Tony Hawk's Underground 2,GC,2004.00,Sports,Activision,0.38,0.1,0,0.01,0.5
4003.00,SplashDown: Rides Gone Wild,PS2,2003.00,Racing,THQ,0.24,0.19,0,0.06,0.5
4004.00,Super Famista 5,SNES,1996.00,Sports,Namco Bandai Games,0.00,0.00,0.5,0,0.5
4005.00,Dynasty Warriors: Gundam 2,PS3,2008.00,Action,Namco Bandai Games,0.09,0.07,0.32,0.03,0.5
4006.00,Shrek SuperSlam,PS2,2005.00,Action,Activision,0.24,0.19,0,0.06,0.5
4007.00,Rayman Advance,GBA,2001.00,Platform,Ubisoft,0.36,0.13,0,0.01,0.5
4008.00,Super Robot Taisen Z,PS2,2008.00,Strategy,Namco Bandai Games,0.00,0.00,0.5,0,0.5
4009.00,PoPoLoCrois Monogatari,PS,1996.00,Role-Playing,Sony Computer Entertainment,0.00,0.00,0.46,0.03,0.5
4010.00,Tomb Raider: Anniversary,PS2,2007.00,Action,Eidos Interactive,0.41,0.02,0,0.07,0.5
4011.00,Fantastic 4,PS2,2005.00,Action,Activision,0.41,0.01,0,0.07,0.5
4012.00,Epic Mickey 2: The Power of Two,PS3,2012.00,Action,Disney Interactive Studios,0.21,0.2,0,0.08,0.5
4013.00,Men in Black II: Alien Escape,PS2,2002.00,Shooter,Infogrames,0.24,0.19,0,0.06,0.5
4014.00,The Evil Within,X360,2014.00,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
4015.00,RealSports Tennis,2600.00,1982.00,Sports,Atari,0.46,0.03,0,0.01,0.5
4016.00,Nicktoons: Attack of the Toybots,PS2,2007.00,Platform,THQ,0.24,0.19,0,0.06,0.5
4017.00,Raiders of the Lost Ark,2600.00,1981.00,Action,Atari,0.46,0.03,0,0.01,0.5
4018.00,Gauntlet,2600.00,1982.00,Action,Answer Software,0.46,0.03,0,0.01,0.5
4019.00,Ridge Racer 3D,3DS,2011.00,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5
4020.00,Cars Mater-National Championship,Wii,2007.00,Racing,THQ,0.46,0.00,0,0.04,0.49
4021.00,Ace Combat: Assault Horizon,X360,2011.00,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49
4022.00,Resident Evil: The Mercenaries 3D,3DS,2011.00,Action,Capcom,0.16,0.17,0.13,0.03,0.49
4023.00,Super Monkey Ball 3D,3DS,2011.00,Action,Sega,0.26,0.15,0.05,0.04,0.49
4024.00,Tony Hawk's Project 8,X360,2006.00,Sports,Activision,0.44,0.02,0,0.04,0.49
4025.00,Tony Hawk's Underground 2,GBA,2004.00,Sports,Activision,0.35,0.13,0,0.01,0.49
4026.00,MotorStorm: Apocalypse,PS3,2011.00,Racing,Sony Computer Entertainment,0.21,0.2,0,0.08,0.49
4027.00,Ice Hockey,2600.00,1980.00,Sports,Activision,0.46,0.03,0,0.01,0.49
4028.00,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015.00,Action,Square Enix,0.00,0.00,0.49,0,0.49
4029.00,Lego Batman 3: Beyond Gotham,PSV,2014.00,Action,Warner Bros. Interactive Entertainment,0.09,0.29,0,0.11,0.49
4030.00,The Matrix: Path of Neo,PS2,2005.00,Action,Atari,0.41,0.01,0,0.07,0.49
4031.00,Kane & Lynch 2: Dog Days,X360,2010.00,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
4032.00,Lollipop Chainsaw,X360,2012.00,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.49
4033.00,WWE Wrestlemania X8,GC,2002.00,Fighting,THQ,0.38,0.1,0,0.01,0.49
4034.00,Sonic Lost World,3DS,2013.00,Platform,Sega,0.24,0.15,0.07,0.03,0.49
4035.00,Power Rangers: Dino Thunder,GBA,2003.00,Action,THQ,0.35,0.13,0,0.01,0.49
4036.00,GoldenEye: Rogue Agent,XB,2004.00,Shooter,Electronic Arts,0.34,0.13,0,0.02,0.49
4037.00,Ultimate I Spy,Wii,2008.00,Adventure,Scholastic Inc.,0.45,0.00,0,0.03,0.49
4038.00,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.00,Platform,THQ,0.45,0.00,0,0.04,0.49
4039.00,The Sims,GC,2003.00,Simulation,Electronic Arts,0.35,0.13,0,0.01,0.49
4040.00,Grandia III,PS2,2005.00,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
4041.00,FIFA Soccer 09,DS,2008.00,Sports,Electronic Arts,0.12,0.31,0,0.06,0.49
4042.00,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006.00,Shooter,Namco Bandai Games,0.00,0.00,0.49,0,0.49
4043.00,Mario & Wario,SNES,1993.00,Puzzle,Nintendo,0.00,0.00,0.49,0,0.49
4044.00,Scarface: The World is Yours,XB,2006.00,Action,Vivendi Games,0.37,0.11,0,0.02,0.49
4045.00,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009.00,Shooter,Activision,0.24,0.2,0,0.05,0.49
4046.00,Pokemon Art Academy,3DS,2014.00,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49
4047.00,FIFA Soccer 64,N64,1997.00,Sports,Electronic Arts,0.16,0.3,0,0.03,0.49
4048.00,Dragon Ball Z: Burst Limit,X360,2008.00,Fighting,Atari,0.24,0.18,0.03,0.05,0.49
4049.00,Bakugan Battle Brawlers: Defenders of the Core,DS,2010.00,Action,Activision,0.42,0.02,0.02,0.03,0.49
4050.00,Medal of Honor,PC,2010.00,Shooter,Electronic Arts,0.2,0.23,0,0.07,0.49
4051.00,Doom 3 BFG Edition,X360,2012.00,Shooter,Bethesda Softworks,0.28,0.17,0,0.04,0.49
4052.00,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.00,Sports,Sega,0.00,0.00,0.49,0,0.49
4053.00,Terraria,PS3,2013.00,Action,505 Games,0.07,0.26,0.09,0.07,0.49
4054.00,Backyard Baseball,PS2,2004.00,Sports,Atari,0.24,0.19,0,0.06,0.49
4055.00,WipEout Pulse,PS2,2009.00,Racing,Sony Computer Entertainment,0.00,0.15,0,0.33,0.49
4056.00,Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.00,Sports,Universal Interactive,0.24,0.19,0,0.06,0.49
4057.00,Epic Mickey: Power of Illusion,3DS,2012.00,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49
4058.00,LEGO Marvel Super Heroes,DS,2013.00,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0,0.04,0.49
4059.00,Taiko no Tatsujin: Appare Sandaime,PS2,2003.00,Misc,Namco Bandai Games,0.00,0.00,0.49,0,0.49
4060.00,Alone in the Dark,X360,2008.00,Adventure,Atari,0.14,0.3,0,0.05,0.49
4061.00,One Piece: Grand Battle!,PS,2001.00,Fighting,Atari,0.00,0.00,0.46,0.03,0.49
4062.00,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009.00,Shooter,Activision,0.25,0.01,0,0.22,0.49
4063.00,Football Manager Handheld 2009,PSP,2008.00,Sports,Sega,0.00,0.47,0,0.02,0.49
4064.00,Sniper: Art of Victory,PC,2008.00,Shooter,City Interactive,0.00,0.45,0,0.03,0.49
4065.00,Crazy Taxi,GC,2001.00,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49
4066.00,Spy Hunter 2,PS2,2003.00,Racing,Midway Games,0.24,0.19,0,0.06,0.49
4067.00,F1 2014,PS3,2014.00,Racing,Codemasters,0.07,0.31,0.02,0.08,0.49
4068.00,Pac-Man World 2,XB,2002.00,Action,Namco Bandai Games,0.36,0.11,0,0.02,0.49
4069.00,Bass Pro Shops: The Strike,Wii,2009.00,Sports,XS Games,0.45,0.00,0,0.03,0.49
4070.00,Die Hard Trilogy 2: Viva Las Vegas,PS,1999.00,Action,Fox Interactive,0.27,0.18,0,0.03,0.49
4071.00,Jake Power: Fireman,DS,2008.00,Adventure,Ubisoft,0.08,0.35,0,0.06,0.49
4072.00,Asphalt 3D,3DS,2011.00,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49
4073.00,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.00,Misc,Hudson Soft,0.00,0.00,0.49,0,0.49
4074.00,Steel Diver,3DS,2011.00,Action,Nintendo,0.31,0.1,0.05,0.03,0.49
4075.00,Tales of Legendia,PS2,2005.00,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49
4076.00,SimCity 2000,SNES,1995.00,Simulation,THQ,0.00,0.00,0.49,0,0.49
4077.00,Crash of the Titans,DS,2007.00,Action,Vivendi Games,0.42,0.02,0,0.04,0.49
