ID de produto único,peso dos produtos,especifica se o produto tem baixo teor de gordura ou não,porcentagem da área total de exibição de todos os produtos em uma loja alocada para o produto específico,a categoria à qual o produto pertence,Preço máximo de varejo (preço listado) dos produtos,ID de loja única,ano de criação dos pontos de venda,o tamanho da loja em termos de área coberta,o tipo de cidade em que a loja está localizada,(variável de destino) vendas do produto na loja específica
FDL02,20,Regular,0.104063695,Canned,1.045.622,OUT035,2004,Small,Tier 2,Supermarket Type1
NCI06,11.3,LF,0.047708667,Household,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ14,9.27,Low Fat,0.061912597,Dairy,150.105,OUT045,2002,,Tier 2,Supermarket Type1
FDQ12,12.65,Low Fat,0.035611045,Baking Goods,228.301,OUT017,2007,,Tier 2,Supermarket Type1
FDP36,10.395,Regular,0.091172403,Baking Goods,486.008,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK21,,Low Fat,0.009963834,Snack Foods,2.508.408,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO40,17.1,Low Fat,0.032694281,Frozen Foods,1.478.392,OUT045,2002,,Tier 2,Supermarket Type1
NCK54,,low fat,0,Household,117.515,OUT019,1985,Small,Tier 1,Grocery Store
FDY09,15.6,Low Fat,0.025302804,Snack Foods,1.768.054,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCW30,5.21,Low Fat,0.011027014,Household,2.606.962,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCC55,,LF,0,Household,362.848,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE58,18.5,Low Fat,0.052280828,Snack Foods,1.173.124,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR39,20.35,Low Fat,0.083729547,Meat,1.844.292,OUT013,1987,High,Tier 3,Supermarket Type1
FDU28,19.2,Regular,0.094064368,Frozen Foods,1.870.214,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH08,7.51,Low Fat,0.017527666,Fruits and Vegetables,228.001,OUT017,2007,,Tier 2,Supermarket Type1
FDG35,21.2,Regular,0.007055259,Starchy Foods,1.754.738,OUT045,2002,,Tier 2,Supermarket Type1
FDG22,17.6,Regular,0.041445492,Snack Foods,35.219,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC34,16,Regular,0.172726426,Snack Foods,1.567.972,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP15,15.2,Low Fat,0.084284513,Meat,254.933,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK34,13.35,Low Fat,0.06448577,Snack Foods,2.394.564,OUT010,1998,,Tier 3,Grocery Store
FDU45,15.6,Regular,0.035499428,Snack Foods,1.157.518,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ04,,LF,0.084343183,Frozen Foods,397.796,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX22,6.785,Regular,0.023068402,Snack Foods,2.097.928,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB45,20.85,Low Fat,0.021450443,Fruits and Vegetables,1.036.306,OUT017,2007,,Tier 2,Supermarket Type1
NCH43,,Low Fat,0.070227182,Household,2.171.192,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRE60,9.395,Low Fat,0.159334462,Soft Drinks,224.372,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD17,,Low Fat,0.032468955,Frozen Foods,2.361.906,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCM54,17.7,Low Fat,0.051227193,Household,1.272.678,OUT017,2007,,Tier 2,Supermarket Type1
NCH55,16.35,Low Fat,0.034643462,Household,127.402,OUT013,1987,High,Tier 3,Supermarket Type1
NCT06,17.1,Low Fat,0.038956669,Household,1.651.842,OUT017,2007,,Tier 2,Supermarket Type1
FDA48,,Low Fat,0.114317778,Baking Goods,2.215.114,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY58,,Low Fat,0.039725274,Snack Foods,2.282.694,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO25,6.3,Low Fat,0.127707501,Canned,211.327,OUT045,2002,,Tier 2,Supermarket Type1
FDN50,16.85,Regular,0.026573609,Canned,94.912,OUT045,2002,,Tier 2,Supermarket Type1
FDH35,18.25,Low Fat,0.060237241,Starchy Foods,1.649.526,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK09,15.2,Low Fat,0.091949401,Snack Foods,2.274.352,OUT045,2002,,Tier 2,Supermarket Type1
FDO16,5.48,Low Fat,0.015095622,Frozen Foods,82.325,OUT013,1987,High,Tier 3,Supermarket Type1
FDW11,12.6,Low Fat,0.048881014,Breads,637.194,OUT045,2002,,Tier 2,Supermarket Type1
FDU47,,Regular,0,Breads,1.403.838,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ42,20.35,Low Fat,0.065726925,Household,1.286.678,OUT010,1998,,Tier 3,Grocery Store
FDK55,,Low Fat,0.025636945,Meat,891.172,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN08,7.72,Regular,0.088502045,Fruits and Vegetables,1.162.466,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT57,15.2,Low Fat,0.019073386,Snack Foods,2.377.248,OUT045,2002,,Tier 2,Supermarket Type1
FDJ12,8.895,Regular,0.039200151,Baking Goods,2.075.296,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRL59,16.75,Low Fat,0.021344178,Hard Drinks,522.298,OUT017,2007,,Tier 2,Supermarket Type1
NCN53,5.175,Low Fat,0.030355463,Health and Hygiene,350.874,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO51,6.785,Regular,0.07027007,Meat,439.112,OUT010,1998,,Tier 3,Grocery Store
FDK56,9.695,Low Fat,0.130733334,Fruits and Vegetables,1.883.898,OUT017,2007,,Tier 2,Supermarket Type1
FDY12,9.8,Regular,0.140584452,Baking Goods,523.008,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU15,13.65,Regular,0.026597059,Meat,363.532,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ19,7.35,Regular,0.014365128,Fruits and Vegetables,2.428.512,OUT046,1997,Small,Tier 1,Supermarket Type1
DRF15,18.35,Low Fat,0.033281349,Dairy,154.134,OUT045,2002,,Tier 2,Supermarket Type1
DRE25,,Low Fat,0.128309411,Soft Drinks,92.112,OUT019,1985,Small,Tier 1,Grocery Store
FDK57,10.195,Low Fat,0.080619969,Snack Foods,119.144,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD33,12.85,Low Fat,0.181092301,Fruits and Vegetables,2.316.642,OUT010,1998,,Tier 3,Grocery Store
FDR34,,Regular,0.015887996,Snack Foods,2.286.352,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU04,7.93,Low Fat,0.005559688,Frozen Foods,1.212.414,OUT045,2002,,Tier 2,Supermarket Type1
FDE35,,Regular,0.07686393,Starchy Foods,604.904,OUT019,1985,Small,Tier 1,Grocery Store
NCD31,12.1,Low Fat,0.015431545,Household,1.627.526,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ56,8.985,LF,0.183368339,Fruits and Vegetables,100.07,OUT035,2004,Small,Tier 2,Supermarket Type1
NCU53,5.485,Low Fat,0.042751812,Health and Hygiene,1.645.842,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD39,16.7,Low Fat,0.070141633,Dairy,214.985,OUT035,2004,Small,Tier 2,Supermarket Type1
NCU17,,Low Fat,0.162626685,Health and Hygiene,1.036.674,OUT019,1985,Small,Tier 1,Grocery Store
FDJ20,20.7,Regular,0.100174939,Fruits and Vegetables,1.232.388,OUT046,1997,Small,Tier 1,Supermarket Type1
NCW41,18,Low Fat,0.015513314,Health and Hygiene,1.569.604,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL52,6.635,Regular,0.046081489,Frozen Foods,380.506,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS39,6.895,Low Fat,0.022456327,Meat,1.412.812,OUT035,2004,Small,Tier 2,Supermarket Type1
DRJ47,18.25,Low Fat,0.044340045,Hard Drinks,173.908,OUT045,2002,,Tier 2,Supermarket Type1
FDP13,8.1,Regular,0.224830093,Canned,40.248,OUT010,1998,,Tier 3,Grocery Store
DRK39,7.02,LF,0.083464455,Dairy,82.425,OUT010,1998,,Tier 3,Grocery Store
FDF28,15.7,Regular,0.06337778,Frozen Foods,1.262.046,OUT010,1998,,Tier 3,Grocery Store
FDB09,16.25,Low Fat,0.057512493,Fruits and Vegetables,1.255.046,OUT045,2002,,Tier 2,Supermarket Type1
FDM51,11.8,Regular,0.025926223,Meat,999.674,OUT046,1997,Small,Tier 1,Supermarket Type1
DRM49,6.11,Regular,0.152573001,Soft Drinks,451.086,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRF23,4.61,Low Fat,0.122550245,Hard Drinks,1.761.396,OUT013,1987,High,Tier 3,Supermarket Type1
DRH01,17.5,Low Fat,0.097885516,Soft Drinks,1.726.738,OUT035,2004,Small,Tier 2,Supermarket Type1
FDH12,,Low Fat,0.08454227,Baking Goods,107.128,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA28,,Regular,0.083694927,Frozen Foods,1.248.362,OUT019,1985,Small,Tier 1,Grocery Store
FDW37,19.2,Low Fat,0.124555719,Canned,903.488,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF02,16.2,Low Fat,0.103473165,Canned,103.799,OUT046,1997,Small,Tier 1,Supermarket Type1
DRL37,15.5,Low Fat,0.053372178,Soft Drinks,43.377,OUT046,1997,Small,Tier 1,Supermarket Type1
NCF43,8.51,low fat,0.051945908,Household,141.547,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH08,7.51,Low Fat,0.029172707,Fruits and Vegetables,228.201,OUT010,1998,,Tier 3,Grocery Store
FDR34,,Regular,0.027953194,Snack Foods,2.294.352,OUT019,1985,Small,Tier 1,Grocery Store
NCK19,9.8,LF,0.09060629,Others,1.950.478,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCD55,14,Low Fat,0.024430294,Household,426.454,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDT27,11.395,Regular,0.069695361,Meat,2.337.616,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDQ57,7.275,Low Fat,0.02800432,Snack Foods,146.976,OUT045,2002,,Tier 2,Supermarket Type1
FDA47,10.5,Regular,0.116651733,Baking Goods,162.421,OUT035,2004,Small,Tier 2,Supermarket Type1
DRG15,,Low Fat,0.076364306,Dairy,630.536,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE05,10.895,Regular,0.03258625,Frozen Foods,1.456.102,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDN46,7.21,reg,0.144631478,Snack Foods,1.006.332,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX27,,Regular,0.113564473,Dairy,926.436,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT51,11.65,Regular,0.010940934,Meat,1.104.544,OUT045,2002,,Tier 2,Supermarket Type1
FDU33,7.63,Regular,0.134597662,Snack Foods,447.402,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ16,,Low Fat,0.114329308,Frozen Foods,594.246,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD20,,Low Fat,0.036268455,Fruits and Vegetables,1.225.046,OUT019,1985,Small,Tier 1,Grocery Store
FDT36,12.3,Low Fat,0.111447593,Baking Goods,334.874,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRF15,,Low Fat,0.03305315,Dairy,152.334,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN52,9.395,Regular,0.220221011,Frozen Foods,881.198,OUT010,1998,,Tier 3,Grocery Store
FDC22,,Regular,0.135767734,Snack Foods,191.282,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX15,17.2,Low Fat,0.156615836,Meat,1.606.578,OUT045,2002,,Tier 2,Supermarket Type1
FDT13,14.85,Low Fat,0.018556186,Canned,1.871.214,OUT013,1987,High,Tier 3,Supermarket Type1
FDU04,7.93,Low Fat,0.00557982,Frozen Foods,1.211.414,OUT017,2007,,Tier 2,Supermarket Type1
FDU31,,Regular,0.043756113,Fruits and Vegetables,2.163.508,OUT019,1985,Small,Tier 1,Grocery Store
FDW59,,Low Fat,0,Breads,854.566,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO29,11.15,Low Fat,0.032256191,Health and Hygiene,1.651.526,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL15,17.85,Low Fat,0.046625941,Meat,1.523.682,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI41,18.5,Regular,0.062353714,Frozen Foods,1.454.418,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDQ48,14.3,Regular,0,Baking Goods,987.726,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRI39,13.8,Low Fat,0.09698132,Dairy,55.593,OUT013,1987,High,Tier 3,Supermarket Type1
FDI08,18.2,Regular,0.066241884,Fruits and Vegetables,2.509.092,OUT013,1987,High,Tier 3,Supermarket Type1
FDC21,14.6,Regular,0.04302561,Fruits and Vegetables,1.100.254,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF58,13.3,Low Fat,0.009579343,Snack Foods,62.351,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS08,5.735,Low Fat,0.095341405,Fruits and Vegetables,178.037,OUT010,1998,,Tier 3,Grocery Store
FDE47,14.15,Low Fat,0.037985629,Starchy Foods,1.231.046,OUT045,2002,,Tier 2,Supermarket Type1
NCP18,,Low Fat,0.050071843,Household,1.524.708,OUT019,1985,Small,Tier 1,Grocery Store
NCR41,17.85,Low Fat,0,Health and Hygiene,968.094,OUT013,1987,High,Tier 3,Supermarket Type1
FDA27,20.35,Regular,0.030901894,Dairy,2.542.672,OUT013,1987,High,Tier 3,Supermarket Type1
FDA43,10.895,low fat,0.064663519,Fruits and Vegetables,1.940.794,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA49,19.7,Low Fat,0.065053427,Canned,866.198,OUT045,2002,,Tier 2,Supermarket Type1
NCE55,8.92,Low Fat,0,Household,178.137,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRM49,,Regular,0.15121816,Soft Drinks,459.086,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF22,,Low Fat,0.056555477,Snack Foods,2.142.218,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ15,20.35,Regular,0.151688857,Meat,806.276,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCS54,13.6,Low Fat,0.010049688,Household,174.937,OUT017,2007,,Tier 2,Supermarket Type1
NCY05,13.5,Low Fat,0.054944247,Health and Hygiene,363.874,OUT013,1987,High,Tier 3,Supermarket Type1
FDR45,10.8,Low Fat,0.028943289,Snack Foods,2.396.222,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK57,10.195,Low Fat,0.080417724,Snack Foods,121.244,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF41,12.15,Low Fat,0.219568112,Frozen Foods,248.346,OUT010,1998,,Tier 3,Grocery Store
FDV21,11.5,Low Fat,0,Snack Foods,1.256.704,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD51,11.15,Low Fat,0.119952711,Dairy,452.744,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF33,7.97,Low Fat,0.021535488,Seafood,1.096.596,OUT046,1997,Small,Tier 1,Supermarket Type1
FDA38,5.44,Low Fat,0.025479919,Dairy,2.385.538,OUT046,1997,Small,Tier 1,Supermarket Type1
FDR56,15.5,Regular,0.100970195,Fruits and Vegetables,1.958.768,OUT045,2002,,Tier 2,Supermarket Type1
NCN41,17,Low Fat,0.05250462,Health and Hygiene,121.673,OUT017,2007,,Tier 2,Supermarket Type1
FDC60,,Regular,0.113918065,Baking Goods,879.514,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDB47,8.8,Low Fat,0.07157425,Snack Foods,2.079.612,OUT045,2002,,Tier 2,Supermarket Type1
DRH01,17.5,Low Fat,0.097822555,Soft Drinks,1.754.738,OUT013,1987,High,Tier 3,Supermarket Type1
FDW08,12.1,Low Fat,0.148381569,Fruits and Vegetables,104.928,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF38,,Regular,0.026230365,Canned,391.138,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY32,7.605,Low Fat,0.129972082,Fruits and Vegetables,162.921,OUT017,2007,,Tier 2,Supermarket Type1
FDG34,11.5,Regular,0.037628842,Snack Foods,1.095.254,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG47,,Low Fat,0.121893603,Starchy Foods,2.613.252,OUT019,1985,Small,Tier 1,Grocery Store
NCF18,18.35,Low Fat,0.088965771,Household,1.898.504,OUT035,2004,Small,Tier 2,Supermarket Type1
FDL39,,Regular,0.110885027,Dairy,1.813.318,OUT019,1985,Small,Tier 1,Grocery Store
NCH55,16.35,Low Fat,0.03466576,Household,125.902,OUT035,2004,Small,Tier 2,Supermarket Type1
DRJ35,10.1,Low Fat,0,Hard Drinks,607.878,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS44,12.65,Regular,0.156014453,Fruits and Vegetables,2.389.538,OUT035,2004,Small,Tier 2,Supermarket Type1
DRE01,10.1,LF,0.167836117,Soft Drinks,2.410.512,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY39,5.305,Regular,0.046989556,Meat,1.843.608,OUT013,1987,High,Tier 3,Supermarket Type1
FDY32,7.605,Low Fat,0.129767515,Fruits and Vegetables,161.821,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR33,,Low Fat,0.02665921,Snack Foods,111.157,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCP50,17.35,Low Fat,0.020591811,Others,810.618,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ47,20.7,Regular,0.07961949,Baking Goods,986.042,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU57,8.27,Regular,0.089693419,Snack Foods,1.522.708,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY44,14.15,Regular,0.02438425,Fruits and Vegetables,194.411,OUT013,1987,High,Tier 3,Supermarket Type1
DRH59,10.8,Low Fat,0.058671483,Hard Drinks,73.838,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB03,,Regular,0.156072361,Dairy,2.402.538,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY46,18.6,Low Fat,0.047987061,Snack Foods,1.868.898,OUT045,2002,,Tier 2,Supermarket Type1
FDM39,6.42,LF,0.053579102,Dairy,1.773.002,OUT045,2002,,Tier 2,Supermarket Type1
FDY36,12.3,Low Fat,0.009408748,Baking Goods,74.838,OUT035,2004,Small,Tier 2,Supermarket Type1
NCM55,15.6,Low Fat,0.066713516,Others,1.842.924,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ50,8.645,Low Fat,0.036130545,Canned,526.982,OUT010,1998,,Tier 3,Grocery Store
DRL60,8.52,Low Fat,0.027036842,Soft Drinks,1.508.682,OUT013,1987,High,Tier 3,Supermarket Type1
NCJ54,9.895,Low Fat,0.060160503,Household,2.322.642,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDX59,10.195,Low Fat,0.051953489,Breads,338.558,OUT017,2007,,Tier 2,Supermarket Type1
FDI07,12.35,Regular,0,Meat,1.990.426,OUT013,1987,High,Tier 3,Supermarket Type1
DRF51,15.75,Low Fat,0.277579189,Dairy,396.506,OUT010,1998,,Tier 3,Grocery Store
FDM14,13.8,Low Fat,0.013338995,Canned,1.097.254,OUT017,2007,,Tier 2,Supermarket Type1
FDP21,7.42,Regular,0.025793045,Snack Foods,1.879.872,OUT045,2002,,Tier 2,Supermarket Type1
FDE40,15.6,Regular,0.099125013,Dairy,630.194,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE05,10.895,Regular,0.032447909,Frozen Foods,1.469.102,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM13,,Low Fat,0.062869397,Breakfast,1.328.626,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC34,,Regular,0.1719225,Snack Foods,1.567.972,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCI55,18.6,Low Fat,0.01270511,Household,1.228.414,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCE43,12.5,Low Fat,0.103863648,Household,1.688.448,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW58,20.75,Low Fat,0.007583861,Snack Foods,1.070.622,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG60,20.35,Low Fat,0.060822826,Baking Goods,2.346.616,OUT045,2002,,Tier 2,Supermarket Type1
FDV31,9.8,Low Fat,0.107320959,Fruits and Vegetables,176.337,OUT017,2007,,Tier 2,Supermarket Type1
FDR47,17.85,low fat,0.087395867,Breads,1.942.794,OUT013,1987,High,Tier 3,Supermarket Type1
FDM60,,Regular,0.08429269,Baking Goods,406.138,OUT019,1985,Small,Tier 1,Grocery Store
NCF06,6.235,Low Fat,0.020280634,Household,2.584.962,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN26,,Low Fat,0,Household,1.170.808,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ59,9.8,Regular,0.056474207,Breads,856.908,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF09,6.215,Low Fat,0.012148905,Fruits and Vegetables,365.848,OUT046,1997,Small,Tier 1,Supermarket Type1
NCS06,7.935,Low Fat,0,Household,264.791,OUT017,2007,,Tier 2,Supermarket Type1
FDT44,16.6,Low Fat,0.102986542,Fruits and Vegetables,1.179.466,OUT046,1997,Small,Tier 1,Supermarket Type1
FDI19,15.1,Low Fat,0.05263512,Meat,2.442.512,OUT017,2007,,Tier 2,Supermarket Type1
FDT22,10.395,Low Fat,0.112731284,Snack Foods,59.922,OUT017,2007,,Tier 2,Supermarket Type1
NCF54,,Low Fat,0.047147628,Household,1.708.422,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRG25,10.5,Low Fat,0.019088324,Soft Drinks,185.924,OUT045,2002,,Tier 2,Supermarket Type1
FDB59,18.25,Low Fat,0.015365323,Snack Foods,1.973.084,OUT017,2007,,Tier 2,Supermarket Type1
FDQ37,20.75,Low Fat,0.089765562,Breakfast,1.946.478,OUT017,2007,,Tier 2,Supermarket Type1
FDP56,8.185,Low Fat,0.046475348,Fruits and Vegetables,479.692,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW44,9.5,Regular,0.035144569,Fruits and Vegetables,1.718.448,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ26,15.3,Regular,0.141879554,Canned,2.151.218,OUT010,1998,,Tier 3,Grocery Store
FDU43,19.35,Regular,0.058279823,Fruits and Vegetables,2.374.564,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW33,9.395,Low Fat,0.099321607,Snack Foods,104.928,OUT045,2002,,Tier 2,Supermarket Type1
NCX53,,Low Fat,0.0148655,Health and Hygiene,1.432.154,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN56,5.46,Regular,0.179191782,Fruits and Vegetables,1.462.786,OUT010,1998,,Tier 3,Grocery Store
DRF15,18.35,Low Fat,0.033265629,Dairy,152.334,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO33,14.75,Low Fat,0.089827705,Snack Foods,1.144.518,OUT017,2007,,Tier 2,Supermarket Type1
FDZ39,19.7,Regular,0.030169768,Meat,103.799,OUT010,1998,,Tier 3,Grocery Store
NCJ19,18.6,Low Fat,0.118848485,Others,553.588,OUT017,2007,,Tier 2,Supermarket Type1
FDU01,20.25,Regular,0,Canned,1.846.924,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT12,6.215,Regular,0.049612318,Baking Goods,2.241.062,OUT035,2004,Small,Tier 2,Supermarket Type1
NCM18,13,Low Fat,0.083179333,Household,620.194,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDP19,11.5,Low Fat,0.174497541,Fruits and Vegetables,1.288.652,OUT017,2007,,Tier 2,Supermarket Type1
NCR42,9.105,Low Fat,0.038541712,Household,33.09,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN10,11.5,Low Fat,0.046123804,Snack Foods,1.186.124,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG44,6.13,Low Fat,0.102768984,Fruits and Vegetables,547.298,OUT017,2007,,Tier 2,Supermarket Type1
FDQ10,12.85,Low Fat,0.033179231,Snack Foods,1.715.422,OUT046,1997,Small,Tier 1,Supermarket Type1
DRH13,8.575,Low Fat,0.023923093,Soft Drinks,105.528,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT52,9.695,Regular,0.047390108,Frozen Foods,2.450.144,OUT013,1987,High,Tier 3,Supermarket Type1
FDM56,16.7,Low Fat,0.070333939,Fruits and Vegetables,1.107.912,OUT045,2002,,Tier 2,Supermarket Type1
NCO43,5.5,Low Fat,0.078832748,Others,1.015.016,OUT010,1998,,Tier 3,Grocery Store
NCV29,11.8,Low Fat,0,Health and Hygiene,1.772.686,OUT035,2004,Small,Tier 2,Supermarket Type1
NCF06,6.235,Low Fat,0.020181546,Household,2.601.962,OUT013,1987,High,Tier 3,Supermarket Type1
FDO50,16.25,Low Fat,0.078153958,Canned,913.804,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT59,13.65,Low Fat,0.015898191,Breads,2.297.668,OUT013,1987,High,Tier 3,Supermarket Type1
FDX40,,low fat,0.09851376,Frozen Foods,367.164,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE50,19.7,Regular,0.016297312,Canned,1.863.556,OUT017,2007,,Tier 2,Supermarket Type1
FDX51,9.5,Regular,0.022183497,Meat,1.969.452,OUT017,2007,,Tier 2,Supermarket Type1
NCD30,19.7,Low Fat,0.026958635,Household,985.726,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK15,10.8,Low Fat,0.098331927,Meat,1.005.042,OUT013,1987,High,Tier 3,Supermarket Type1
FDL12,15.85,Regular,0.121879396,Baking Goods,61.222,OUT045,2002,,Tier 2,Supermarket Type1
FDK46,9.6,Low Fat,0.051758515,Snack Foods,259.462,OUT017,2007,,Tier 2,Supermarket Type1
DRH49,19.7,Low Fat,0.04126841,Soft Drinks,806.592,OUT010,1998,,Tier 3,Grocery Store
FDQ57,7.275,Low Fat,0.027947642,Snack Foods,146.876,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY59,8.195,Low Fat,0.031581072,Baking Goods,934.462,OUT017,2007,,Tier 2,Supermarket Type1
FDO09,13.5,Regular,0.12578499,Snack Foods,261.691,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCG30,20.2,Low Fat,0.112299979,Household,1.264.046,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM09,11.15,Regular,0.086417608,Snack Foods,168.679,OUT017,2007,,Tier 2,Supermarket Type1
NCN17,,Low Fat,0.054672984,Health and Hygiene,1.010.358,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCS42,8.6,Low Fat,0.0693587,Household,899.146,OUT013,1987,High,Tier 3,Supermarket Type1
FDD02,,Low Fat,0.088053052,Canned,1.170.124,OUT019,1985,Small,Tier 1,Grocery Store
FDE34,9.195,Low Fat,0.107801614,Snack Foods,1.823.634,OUT013,1987,High,Tier 3,Supermarket Type1
FDU38,10.8,Low Fat,0.08271731,Dairy,1.926.504,OUT045,2002,,Tier 2,Supermarket Type1
FDB33,17.75,Low Fat,0.014580169,Fruits and Vegetables,1.575.262,OUT046,1997,Small,Tier 1,Supermarket Type1
