Número do Processo/PVL,Interessado,UF,Tipo de interessado,Tipo de operação,Finalidade,Tipo de credor,Credor,Moeda,Valor,Número do Processo/PVL,Código IBGE,Status,Data,Analisado por
17944.001763/2013-43,Ceará,CE,Estado,Operação Contratual Interna (com garantia da União),PAC - Contrapartida,Instituição Financeira Nacional,Caixa Econômica Federal,Real,120498333,17944.001763/2013-43,23,Encaminhado à PGFN com manifestação técnica favorável,3/18/2014,STN
17944.000002/2014-55,São Luís,MA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,84184229,17944.000002/2014-55,2111300,Deferido,2/28/2014,STN
00000.000000/0110-02,Palmeira dos Índios,AL,Município,Operação Contratual Interna,Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3040000,00000.000000/0110-02,2706307,Devolvido,2/27/2014,STN
00000.000000/0110-03,Palmeira dos Índios,AL,Município,Operação Contratual Interna,Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3990000,00000.000000/0110-03,2706307,Devolvido,2/27/2014,STN
00000.000000/0110-37,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Mobilidade Grandes Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,389000000,00000.000000/0110-37,2611606,Devolvido,2/21/2014,STN
00000.000000/0109-85,Nossa Senhora do Socorro,SE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4835263,00000.000000/0109-85,2804805,Devolvido,2/12/2014,STN
17944.001994/2013-57,Ceará,CE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,630489337,17944.001994/2013-57,23,Deferido,2/5/2014,STN
00000.000000/0110-12,João Pessoa,PB,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6250000,00000.000000/0110-12,2507507,Devolvido,2/5/2014,STN
17944.001971/2013-42,Horizonte,CE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4405582,17944.001971/2013-42,2305233,Deferido,2/4/2014,STN
00000.000000/0109-70,Riacho de Santana,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5700000,00000.000000/0109-70,2926400,Devolvido,1/27/2014,STN
00000.000000/0109-69,São Desidério,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,14224847,00000.000000/0109-69,2928901,Devolvido,1/27/2014,STN
00000.000000/0109-78,Petrolina,PE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,28136317,00000.000000/0109-78,2611101,Devolvido,1/27/2014,STN
00000.000000/0109-79,Petrolina,PE,Município,Operação Contratual Interna,PAC 2 - Mobilidade Médias Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,83087793,00000.000000/0109-79,2611101,Devolvido,1/27/2014,STN
00000.000000/0109-59,Ibotirama,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9028776,00000.000000/0109-59,2913200,Devolvido,1/17/2014,STN
00000.000000/0109-44,Parnaíba,PI,Município,Operação Contratual Interna,Provias 2012,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2890447,00000.000000/0109-44,2207702,Devolvido,1/14/2014,STN
00000.000000/0108-44,Barbalha,CE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3126568,00000.000000/0108-44,2301901,Devolvido,1/13/2014,STN
00000.000000/0109-45,Barra,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4472512,00000.000000/0109-45,2902708,Devolvido,1/9/2014,STN
00000.000000/0107-37,Palmeira dos Índios,AL,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7030000,00000.000000/0107-37,2706307,Devolvido,1/7/2014,STN
00000.000000/0108-09,Imperatriz,MA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,50000000,00000.000000/0108-09,2105302,Devolvido,1/3/2014,STN
00000.000000/0107-56,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5340355,00000.000000/0107-56,2611606,Devolvido,1/2/2014,STN
00000.000000/0107-57,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3364422,00000.000000/0107-57,2611606,Devolvido,1/2/2014,STN
00000.000000/0107-58,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3000721,00000.000000/0107-58,2611606,Devolvido,1/2/2014,STN
00000.000000/0107-59,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,54569543,00000.000000/0107-59,2611606,Devolvido,1/2/2014,STN
00000.000000/0107-60,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3078784,00000.000000/0107-60,2611606,Devolvido,1/2/2014,STN
17944.001627/2013-53,Vitória da Conquista,BA,Município,Operação Contratual Interna,PAC 2 - Mobilidade Médias Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,57950000,17944.001627/2013-53,2933307,Deferido,12/23/2013,STN
17944.001628/2013-06,Vitória da Conquista,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,12236902,17944.001628/2013-06,2933307,Deferido,12/23/2013,STN
17944.001629/2013-42,Vitória da Conquista,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9861260,17944.001629/2013-42,2933307,Deferido,12/23/2013,STN
00000.000000/0106-97,Iguatu,CE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,8188639,00000.000000/0106-97,2305506,Devolvido,12/23/2013,STN
00000.000000/0107-10,Nossa Senhora do Socorro,SE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4835263,00000.000000/0107-10,2804805,Devolvido,12/23/2013,STN
00000.000000/0106-95,João Pessoa,PB,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6250000,00000.000000/0106-95,2507507,Devolvido,12/19/2013,STN
00000.000000/0105-54,Queimadas,PB,Município,Operação Contratual Interna,Provias 2012,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Real,1250000,00000.000000/0105-54,2512507,Devolvido,12/19/2013,STN
00000.000000/0105-01,Alagoinha,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1250000,00000.000000/0105-01,2600609,Devolvido,12/19/2013,STN
17944.000703/2013-11,Iguaí,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1300000,17944.000703/2013-11,2913507,Deferido,12/17/2013,STN
00000.000000/0106-02,Fortaleza,CE,Município,Operação Contratual Interna (com garantia da União),Infraestrutura,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,200000000,00000.000000/0106-02,2304400,Devolvido,12/10/2013,STN
00000.000000/0105-82,Barbalha,CE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3126568,00000.000000/0105-82,2301901,Devolvido,12/6/2013,STN
00000.000000/0101-39,Irará,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2853417,00000.000000/0101-39,2914505,Devolvido,11/22/2013,STN
00000.000000/0104-16,Riacho de Santana,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5700000,00000.000000/0104-16,2926400,Devolvido,11/22/2013,STN
00000.000000/0103-87,Petrolina,PE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,28136317,00000.000000/0103-87,2611101,Devolvido,11/22/2013,STN
00000.000000/0103-88,Petrolina,PE,Município,Operação Contratual Interna,PAC 2 - Mobilidade Médias Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,83087793,00000.000000/0103-88,2611101,Devolvido,11/22/2013,STN
00000.000000/0103-98,Timbaúba,PE,Município,Operação Contratual Interna,Provias 2012,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Real,2988000,00000.000000/0103-98,2615300,Devolvido,11/22/2013,STN
00000.000000/0104-37,Santa Cruz do Capibaribe,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Real,2457000,00000.000000/0104-37,2612505,Devolvido,11/21/2013,STN
17944.001515/2013-01,Natal,RN,Município,Operação Contratual Interna,PAC - Contrapartida,Instituição Financeira Nacional,Caixa Econômica Federal,Real,69175931,17944.001515/2013-01,2408102,Deferido,11/21/2013,STN
17944.001202/2013-44,Aracaju,SE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,107605505,17944.001202/2013-44,2800308,Deferido,11/20/2013,STN
17944.001203/2013-99,Aracaju,SE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,26890000,17944.001203/2013-99,2800308,Deferido,11/20/2013,STN
17944.000758/2013-13,Bahia,BA,Estado,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,115100500,17944.000758/2013-13,29,Deferido,11/19/2013,STN
00000.000000/0103-96,Horizonte,CE,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4405582,00000.000000/0103-96,2305233,Devolvido,11/18/2013,STN
00000.000000/0104-93,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Mobilidade Grandes Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,389000000,00000.000000/0104-93,2611606,Devolvido,11/18/2013,STN
17944.001352/2013-58,Feira de Santana,BA,Município,Operação Contratual Interna,PAC 2 - Mobilidade Médias Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,90107500,17944.001352/2013-58,2910800,Deferido,11/14/2013,STN
00000.000000/0102-95,Ibotirama,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9028776,00000.000000/0102-95,2913200,Devolvido,11/14/2013,STN
00000.000000/0103-08,Fortaleza,CE,Município,Operação Contratual Interna (com garantia da União),Pró-Transporte,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,200000,00000.000000/0103-08,2304400,Devolvido,11/4/2013,STN
17944.000220/2013-17,Ceará,CE,Estado,Operação Contratual Externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Banco Interamericano de Desenvolvimento,Dólar dos EUA,400000000,17944.000220/2013-17,23,Encaminhado à PGFN com manifestação técnica favorável,11/1/2013,STN
17944.000439/2013-16,Rio Grande do Norte,RN,Estado,Operação Contratual Interna (com garantia da União),PAC - Contrapartida,Instituição Financeira Nacional,Caixa Econômica Federal,Real,174700000,17944.000439/2013-16,24,Encaminhado à PGFN com manifestação técnica favorável,10/21/2013,STN
17944.001160/2012-61,Rio Grande do Norte,RN,Estado,Operação Contratual Interna (com garantia da União),PAC - Contrapartida,Instituição Financeira Nacional,Caixa Econômica Federal,Real,60098550,17944.001160/2012-61,24,Encaminhado à PGFN com manifestação técnica favorável,10/21/2013,STN
17944.001302/2013-71,Bahia,BA,Estado,Operação Contratual Interna,PAC 2 - Mobilidade Grandes Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,400000000,17944.001302/2013-71,29,Deferido,10/18/2013,STN
00000.000000/0101-40,Irará,BA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3001825,00000.000000/0101-40,2914505,Devolvido,10/18/2013,STN
17944.001227/2013-48,Bahia,BA,Estado,Operação Contratual Interna,PAC 2 - Mobilidade Grandes Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,600000000,17944.001227/2013-48,29,Deferido,10/16/2013,STN
17944.000276/2013-63,Mucuri,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3800000,17944.000276/2013-63,2922003,Deferido,10/14/2013,STN
17944.000277/2013-16,Mucuri,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3330000,17944.000277/2013-16,2922003,Deferido,10/14/2013,STN
00000.000000/0100-80,Imperatriz,MA,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,50000000,00000.000000/0100-80,2105302,Devolvido,10/14/2013,STN
00000.000000/0099-84,Piripiri,PI,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2852915,00000.000000/0099-84,2208403,Devolvido,10/14/2013,STN
00000.000000/0099-76,Feira de Santana,BA,Município,Operação Contratual Interna,PAC 2 - Mobilidade Médias Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,90107500,00000.000000/0099-76,2910800,Devolvido,10/10/2013,STN
00000.000000/0098-85,Recife,PE,Município,Operação Contratual Interna,PAC 2 - Mobilidade Grandes Cidades,Instituição Financeira Nacional,Caixa Econômica Federal,Real,389000000,00000.000000/0098-85,2611606,Devolvido,10/10/2013,STN
17944.000919/2013-79,Caetité,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1800000,17944.000919/2013-79,2905206,Deferido,10/9/2013,STN
17944.000845/2013-71,Teresina,PI,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,64301403,17944.000845/2013-71,2211001,Deferido,10/9/2013,STN
