REGI√O,ESTADO,DESTINAT¡RIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTA«√O,QUANTIDADE,PEDIDO SISMAT,Pauta,STATUS,DATA DE ENTREGA,OBSERVA«√O,
SUL,PARAN¡,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,1750,344682,30,Entrega realizada,3/13/2021,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,23650,344684,30,Entrega realizada,3/13/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3475,344685,30,Entrega realizada,3/13/2021,,
NORTE,ROND‘NIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,10125,344686,30,Entrega realizada,3/13/2021,,
NORTE,RORAIMA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,100,344688,30,Entrega realizada,3/14/2021,,
SUL,RIO GRANDE DO SUL,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,2100,344691,30,Entrega realizada,3/13/2021,,
SUL,SANTA CATARINA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,35525,344692,30,Entrega realizada,3/13/2021,,
NORDESTE,SERGIPE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3400,344693,30,Entrega realizada,3/13/2021,,
SUDESTE,S√O PAULO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,17600,344695,30,Entrega realizada,3/13/2021,,
NORTE,TOCANTINS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,300,344697,30,Entrega realizada,3/13/2021,,
NORTE,ACRE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,2700,344646,30,Entrega realizada,3/13/2021,,
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,26330,344647,30,Entrega realizada,3/13/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,19670,344650,30,Entrega realizada,3/13/2021,,
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,670,344653,30,Entrega realizada,3/15/2021,,
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,28360,344655,30,Entrega realizada,3/14/2021,,
NORDESTE,CEAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,16660,344657,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,21760,344658,30,Entrega realizada,3/13/2021,,
SUDESTE,ESPÕRITO SANTO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,14930,344660,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,GOI¡S,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,11360,344661,30,Entrega realizada,3/14/2021,,
NORDESTE,MARANH√O,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,8110,344663,30,Entrega realizada,3/13/2021,,
SUDESTE,MINAS GERAIS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,35640,344664,30,Entrega realizada,3/13/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,7740,344666,30,Entrega realizada,3/14/2021,,
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,10680,344668,30,Entrega realizada,3/13/2021,,
NORTE,PAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,8030,344670,30,Entrega realizada,3/15/2021,,
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,6310,344673,30,Entrega realizada,3/13/2021,,
NORDESTE,PERNAMBUCO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,23600,344674,30,Entrega realizada,3/13/2021,,
NORDESTE,PIAUÕ,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,8760,344676,30,Entrega realizada,3/13/2021,,
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,19570,344679,30,Entrega realizada,3/13/2021,,
SUDESTE,RIO DE JANEIRO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,122340,344681,30,Entrega realizada,3/13/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,25290,344683,30,Entrega realizada,3/13/2021,,
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,48920,344687,30,Entrega realizada,3/13/2021,,
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,730,344689,30,Entrega realizada,3/14/2021,,
SUL,RIO GRANDE DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,23670,344690,30,Entrega realizada,3/13/2021,,
SUL,SANTA CATARINA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,85510,344694,30,Entrega realizada,3/13/2021,,
NORDESTE,SERGIPE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,8430,344696,30,Entrega realizada,3/15/2021,,
SUDESTE,S√O PAULO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,88200,344698,30,Entrega realizada,3/13/2021,,
NORTE,TOCANTINS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,6170,344699,30,Entrega realizada,3/13/2021,,
NORTE,AMAZONAS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",5050,345271,31,Entrega realizada,3/25/2021,,
NORDESTE,BAHIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",6925,345272,31,Entrega realizada,3/21/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",3475,345274,31,Entrega realizada,3/21/2021,,
NORDESTE,MARANH√O,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4950,345275,31,Entrega realizada,3/24/2021,,
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",3575,345276,31,Entrega realizada,3/21/2021,,
NORDESTE,PIAUÕ,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",10300,345277,31,Entrega realizada,3/25/2021,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",23650,345278,31,Entrega realizada,3/20/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",1350,345279,31,Entrega realizada,3/22/2021,,
NORTE,ROND‘NIA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",6500,345280,31,Entrega realizada,3/24/2021,,
NORTE,RORAIMA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",50,345281,31,Entrega realizada,3/22/2021,,
NORDESTE,SERGIPE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2825,345282,31,Entrega realizada,3/23/2021,,
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3150,345270,31,Entrega realizada,3/24/2021,,
NORDESTE,CEAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,28180,345273,31,Entrega realizada,3/21/2021,,
NORDESTE,MARANH√O,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3570,345275,31,Entrega realizada,3/20/2021,,
NORTE,TOCANTINS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1320,345283,31,Entrega realizada,3/23/2021,,
NORTE,ACRE,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,24850,345246,31,Entrega realizada,3/20/2021,,
NORDESTE,MARANH√O,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,24250,345254,31,Entrega realizada,3/20/2021,,
NORDESTE,PIAUÕ,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,16950,345260,31,Entrega realizada,3/24/2021,,
NORTE,RORAIMA,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,12750,345265,31,Entrega realizada,3/21/2021,,
NORTE,TOCANTINS,SES,CONTRATO N∫ 305/2020 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 ML,6500,345269,31,Entrega realizada,3/21/2021,,
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,8870,345247,31,Entrega realizada,3/20/2021,,
NORDESTE,PIAUÕ,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,17170,345260,31,Entrega realizada,3/24/2021,,
NORTE,TOCANTINS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,-,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,6050,345269,31,Entrega realizada,3/21/2021,,
NORTE,ACRE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,1130,345246,31,Entrega realizada,3/20/2021,,
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,1370,345247,31,Entrega realizada,3/20/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,2560,345248,31,Entrega realizada,3/21/2021,,
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,7070,345249,31,Entrega realizada,3/21/2021,,
NORDESTE,CEAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,16600,345250,31,Entrega realizada,3/20/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,2410,345251,31,Entrega realizada,3/20/2021,,
SUDESTE,ESPÕRITO SANTO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,840,345252,31,Entrega realizada,3/21/2021,,
CENTRO-OESTE,GOI¡S,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,1070,345253,31,Entrega realizada,3/22/2021,,
NORDESTE,MARANH√O,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,8000,345254,31,Entrega realizada,3/20/2021,,
SUDESTE,MINAS GERAIS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,11520,345255,31,Entrega realizada,3/20/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,4690,345256,31,Entrega realizada,3/22/2021,,
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,6910,345257,31,Entrega realizada,3/21/2021,,
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,4520,345258,31,Entrega realizada,3/20/2021,,
NORDESTE,PERNAMBUCO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,7210,345259,31,Entrega realizada,3/20/2021,,
NORDESTE,PIAUÕ,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,10560,345260,31,Entrega realizada,3/24/2021,,
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,14310,345261,31,Entrega realizada,3/20/2021,,
SUDESTE,RIO DE JANEIRO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,9220,345262,31,Entrega realizada,3/20/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,4000,345263,31,Entrega realizada,3/20/2021,,
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,2020,345264,31,Entrega realizada,3/20/2021,,
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,800,345265,31,Entrega realizada,3/21/2021,,
SUL,RIO GRANDE DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,45820,345266,31,Entrega realizada,3/22/2021,,
NORDESTE,SERGIPE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,4690,345267,31,Entrega realizada,3/22/2021,,
SUDESTE,S√O PAULO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,54450,345268,31,Entrega realizada,3/21/2021,,
NORTE,TOCANTINS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,LABORATOIRE AGUETTANT,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,1700,345269,31,Entrega realizada,3/21/2021,,
NORTE,ACRE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,980,345246,31,Entrega realizada,3/20/2021,,
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,9670,345248,31,Entrega realizada,3/21/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,5610,345251,31,Entrega realizada,3/20/2021,,
SUDESTE,RIO DE JANEIRO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,34650,345262,31,Entrega realizada,3/20/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,11450,345263,31,Entrega realizada,3/20/2021,,
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,29700,345264,31,Entrega realizada,3/20/2021,,
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,2320,345265,31,Entrega realizada,3/21/2021,,
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,10010,346444,32,Entrega realizada,3/30/2021,,
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,12950,346443,32,Entrega realizada,3/30/2021,,
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,20690,346445,32,Entrega realizada,3/29/2021,,
NORTE,ACRE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,1120,346442,32,Entrega realizada,3/30/2021,,
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2650,346499,33,Entrega realizada,4/1/2021,,
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,13000,346500,33,Entrega realizada,3/30/2021,,
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,5075,346501,33,Entrega realizada,3/31/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,10400,346502,33,Entrega realizada,3/30/2021,,
SUDESTE,S√O PAULO,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL / EUROFARMA LABORATORIOS SA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,109908,346503,33,Entrega realizada,3/30/2021,,
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,3000,-,-,Entrega realizada,3/27/2021,,
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 3 mL,2930,-,-,Entrega realizada,3/27/2021,,
