E/S,CONTA,SUB-CONTA,CLIENTE/FORNECEDOR,DOCUMENTO,OBSERVAÇÃO,VALOR,VENCIMENTO,PAGAMENTO,STATUS,VALOR PAGO
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Murilo Henrique Gomes Araujo,-,Conserto Pneu 6180 - Formosa,630.00,9/14/2021,9/14/2021,PAGO,630.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Matheus Sanches,-,5 Diárias Formosa,400.00,9/14/2021,9/14/2021,PAGO,400.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Automotiva Pneus Ltda,-,Pneus Dianteiros Montana,965.00,9/14/2021,9/14/2021,PAGO,965.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Forte Comercio de Produtos,-,Acreosotto Serra Formosa e Formosa,1880.00,9/14/2021,9/14/2021,PAGO,1880.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 838005,Parcela 2/3,11600.00,9/14/2021,9/14/2021,PAGO,11600.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 586005,Parcela 2/3,5548.00,9/14/2021,9/14/2021,PAGO,5548.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 1015005,Parcela 1/3 e Parcela 2/3,6000.00,9/14/2021,9/14/2021,PAGO,6000.00
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,João Vitor,-,Multa Rescisão,868.99,9/14/2021,9/14/2021,PAGO,868.99
SAÍDA,3200 Serviços Prestados,3230 Assistência Administrativa,Rafael Alberto Leal de Souza,-,24/07 até 23/08,5000.00,9/14/2021,9/14/2021,PAGO,5000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Tornearia Conrad Ltda,-,Parcela 1/2,3970.00,9/14/2021,9/14/2021,PAGO,3970.00
SAÍDA,3100 Pessoal e Encargos Sociais,3130 Exames Médicos,Wesley Felix Rodrigues,-,Reembolso Exame Médico Rescisão,274.00,9/14/2021,9/14/2021,PAGO,274.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 479005,Única,4730.00,9/14/2021,9/14/2021,PAGO,4730.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 620005,Única,4002.00,9/14/2021,9/14/2021,PAGO,4002.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 1082005,Única,3201.60,9/14/2021,9/14/2021,PAGO,3201.60
SAÍDA,3600 Saídas Diversas,3699 Diversos,Sebastião Vieira Mendes,-,-,5000.00,9/14/2021,9/14/2021,PAGO,5000.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Transcampos Ltda,"NF's 4009, 12, 47, 39 e 33",Única,20529.60,9/13/2021,9/13/2021,PAGO,20529.60
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (12/09/21),Lote 31,Parcela 1/3,34650.00,9/13/2021,9/14/2021,PAGO,34650.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho Serra Formosa,46182.00,9/13/2021,9/13/2021,PAGO,46182.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32063,Parcela 2/2,532.38,9/13/2021,9/13/2021,PAGO,532.38
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32054,Parcela 3/3,697.72,9/13/2021,9/13/2021,PAGO,697.72
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32094,Parcela 2/3,1032.42,9/13/2021,9/13/2021,PAGO,1032.42
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32075,Parcela 2/2,359.55,9/13/2021,9/13/2021,PAGO,359.55
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 48843,Parcela 2/3,900.00,9/13/2021,9/13/2021,PAGO,900.00
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 994966,Única,194.96,9/13/2021,9/13/2021,PAGO,194.96
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 994965,Única,1812.48,9/13/2021,9/13/2021,PAGO,1812.48
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Alvorada,"NF's 2870, 71 e 72",Parcela 5/6,3500.00,9/13/2021,9/13/2021,PAGO,3500.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Construtora Celeiro,NF 1041,Parcela 2/2,7704.60,9/13/2021,9/13/2021,PAGO,7704.60
SAÍDA,2500 Cultura de Sorgo,2510 Adubo e fertilizantes,Valloura,-,Parcela 1/3,45000.00,9/13/2021,9/13/2021,PAGO,45000.00
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Girassol Agrícola,-,Saldo,10000.00,9/13/2021,9/13/2021,PAGO,10000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Aterro Serra Formosa,17000.00,9/13/2021,9/13/2021,PAGO,17000.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Aldo Rezende Telles,Lote 31 - Programa Leilões,Parcela 1/2,,9/11/2021,9/13/2021,RECEBIDO,143824.50
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Claudemir Favaro,Lote 30 - Programa Leilões,Parcela 3/3,,9/11/2021,9/13/2021,RECEBIDO,47145.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Itacir Viana,Lote 32 - Programa Leilões,Parcela 3/3,,9/11/2021,9/13/2021,RECEBIDO,36695.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Brasil Ramos Caiado,Lote 37 - Programa Leilões,Parcela 3/3,,9/11/2021,9/13/2021,RECEBIDO,64656.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Victor Hugo Basseto,Lote 38 - Programa Leilões,Parcela 3/3,,9/11/2021,9/13/2021,RECEBIDO,48492.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Antonio Domingos,Lote 35 - Programa Leilões,Parcela 1/2,,9/11/2021,9/13/2021,RECEBIDO,142830.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Antonio Domingos,Lote 36 - Programa Leilões,Parcela 1/2,,9/11/2021,9/13/2021,RECEBIDO,80730.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,Jumento Leilão 11/04/21,Parcela 5/25,330.00,9/11/2021,9/13/2021,PAGO,330.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lote Y23,Parcela 3/5,59400.00,9/11/2021,9/13/2021,PAGO,59400.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lote Y25,Parcela 3/5,66000.00,9/11/2021,9/13/2021,PAGO,66000.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões (13/07/21),Lote 07,Única,84000.00,9/11/2021,9/13/2021,PAGO,84000.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões (13/07/21),Lote 07,-,2940.00,9/11/2021,9/13/2021,PAGO,2940.00
SAÍDA,2000 Administrativas,2015 Luz,Energisa,-,d,21.95,9/10/2021,9/10/2021,PAGO,21.95
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2305 Vacinas,Alvorada,NF 5116,Parcela 1/3,1538.67,9/10/2021,9/10/2021,PAGO,1538.67
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 0049,Parcela 13/23,230.00,9/10/2021,9/9/2021,PAGO,230.00
ENTRADA,1000 Recebido de Clientes por Nelore,1005 Cheque,Denivaldo Gomes de Arruda,Lote I007,"Única (Cheque utilizado para Lotes J002 e J004), saldo para comissão",,9/10/2021,9/8/2021,RECEBIDO,97272.00
SAÍDA,2400 Suplementação,2410 Concentrados,Mana Cereais,-,Casquinha de Soja Serra Formosa,46400.00,9/10/2021,9/10/2021,PAGO,46400.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Zildete de Oliveira Rodrigues,-,Diárias,2080.00,9/10/2021,9/10/2021,PAGO,2080.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Leonardo P da Silva,-,Operador Formosa,786.00,9/10/2021,9/10/2021,PAGO,786.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Ian Pablo Bonatto,-,Formosa,5730.00,9/10/2021,9/10/2021,PAGO,5730.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Realiza Transportes Eireli,Minuta 0054,75 Novilhas Vista Formosa,1250.00,9/10/2021,9/10/2021,PAGO,1250.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Realiza Transportes Eireli,Minuta 0057,49 Bezerras Vista Formosa,1950.00,9/10/2021,9/10/2021,PAGO,1950.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Realiza Transportes Eireli,Minuta 0255,34 Bezerros Vista Formosa,900.00,9/10/2021,9/10/2021,PAGO,900.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Realiza Transportes Eireli,Minuta 0257,19 Bezerros Formosa,1900.00,9/10/2021,9/10/2021,PAGO,1900.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Fenix Pneus,NF 6946,Parcela 1/3,261.00,9/9/2021,9/9/2021,PAGO,261.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3099 Diversos,Robracon Distribuidora,-,Parcela 2/3,19525.00,9/9/2021,9/17/2021,PAGO,19536.05
SAÍDA,3200 Serviços Prestados,3210 Arquitetos,Mayer Wiezel,-,Michele Arquiteta Sede Serra Formosa,6400.00,9/9/2021,9/9/2021,PAGO,19536.05
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,LF Leilões (09/08/21),Lote 36,Parcela 1/4,33005.00,9/8/2021,9/9/2021,PAGO,33005.00
SAÍDA,2000 Administrativas,2020 Internet / TV,SKY,-,Serra Formosa,493.70,9/8/2021,9/8/2021,PAGO,493.70
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Retiro da Formosa,228.03,9/8/2021,9/8/2021,PAGO,228.03
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Formosa,232.91,9/8/2021,9/8/2021,PAGO,232.91
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31994,Parcela 2/2,359.55,9/8/2021,9/8/2021,PAGO,359.55
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lote V005,"Única (Cheque Lote I008, saldo por TED)",234900.00,9/8/2021,9/8/2021,PAGO,234900.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Guimaquina,NF 88735,Única,244.00,9/8/2021,9/8/2021,PAGO,244.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho Serra Formosa,45809.33,9/8/2021,9/8/2021,PAGO,45809.33
ENTRADA,1000 Recebido de Clientes por Nelore,1005 Cheque,João Paulo Marquezam da Silva,Lote I008,Única (Cheque utilizado para Lote V005),,9/8/2021,9/8/2021,PAGO,135660.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 100439, 41 e 42",Parcela 1/4,1260.00,9/7/2021,9/8/2021,PAGO,1260.00
SAÍDA,3200 Serviços Prestados,3299 Diversos,Mario Coimbra / Hilux,-,Parcela 45/48,2143.33,9/7/2021,9/8/2021,PAGO,2143.33
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 18537,-,9530.00,9/6/2021,9/6/2021,PAGO,9530.00
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Vista Formosa,351.46,9/6/2021,9/6/2021,PAGO,351.46
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Serra Formosa,1012.56,9/6/2021,9/6/2021,PAGO,1012.56
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Formosa,477.67,9/6/2021,9/6/2021,PAGO,477.67
SAÍDA,3100 Pessoal e Encargos Sociais,3105 Folha de Pagamento,Funcionários,-,-,24241.30,9/6/2021,9/6/2021,PAGO,24241.30
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 98489 e 90,Parcela 4/4,2275.00,9/6/2021,9/6/2021,PAGO,2275.00
SAÍDA,2400 Suplementação,2420 Volumosos,Agroprincesa Ltda,NF 1217,Briquete de Algodão - Vista Formosa,19166.00,9/6/2021,9/6/2021,PAGO,19166.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,6350.00,9/6/2021,9/6/2021,PAGO,6350.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,2000.00,9/6/2021,9/6/2021,PAGO,2000.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Mario Sergio O Coimbra,-,Servições + 160 diárias,3360.00,9/6/2021,9/6/2021,PAGO,3360.00
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,Marcelo Gilberti Vuolo,-,-,2500.00,9/6/2021,9/6/2021,PAGO,2500.00
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,José Wilson,-,-,1300.00,9/6/2021,9/6/2021,PAGO,1300.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,"Lotes 39, 12, 21 e 15",Parcela 12/22,1170.00,9/5/2021,9/6/2021,PAGO,1170.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 197005,Parcela 3/3,3720.00,9/5/2021,9/14/2021,PAGO,3720.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 217005,Parcela 3/3,2866.67,9/5/2021,9/14/2021,PAGO,2866.67
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 34219,Parcela 3/3,7966.67,9/5/2021,9/14/2021,PAGO,7966.67
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 478005,Parcela 3/3,2996.67,9/5/2021,9/14/2021,PAGO,2996.67
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 881343,Parcela 1/3,2065.94,9/4/2021,9/6/2021,PAGO,2065.94
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 869450,Parcela 4/4,1225.00,9/4/2021,9/6/2021,PAGO,1225.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,Lotes J008 e J009,Parcela 4/4,55710.00,9/4/2021,9/8/2021,PAGO,55710.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,Lote J004,Parcela 4/4,44950.00,9/4/2021,9/8/2021,PAGO,44950.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,Lote J002,Parcela 4/4,41075.00,9/4/2021,9/8/2021,PAGO,41075.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,Lote C11,Parcela 4/4,20925.00,9/4/2021,,EM ABERTO,
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 100377, 399, 400",Parcela 1/4,1575.00,9/4/2021,9/6/2021,PAGO,1575.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (04/09/21),Lote L25,Parcela 1/3,150700.00,9/4/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (04/09/21),Lote L26,Parcela 1/3,57000.00,9/4/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (04/09/21),Lote L05,Parcela 1/3,61480.00,9/4/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Nogueira Leilões (06/07/21),Lote 10,Única,145600.00,9/4/2021,,EM ABERTO,
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Nogueira Leilões (06/07/21),Lote 84,Única,420000.00,9/4/2021,,EM ABERTO,
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 48646, 47, 48, 49, 50 e 52",Parcela 2/3,4500.00,9/3/2021,9/3/2021,PAGO,4500.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32432,Parcela 2/4,2196.58,9/3/2021,9/3/2021,PAGO,2196.58
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Valdeci Gibin,-,Cochos Semi Confinamento Serra Formosa,10000.00,9/3/2021,9/3/2021,PAGO,10000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Celio Roberto Nunes da Silva,-,Obra 2 Casa -  Vista Formosa,5000.00,9/3/2021,9/3/2021,PAGO,5000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Samuel Ozorio Alves de Araujo,-,Cercas Formosa,10000.00,9/3/2021,9/3/2021,PAGO,10000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32438,Parcela 1/3,345.12,9/2/2021,9/2/2021,PAGO,345.12
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 70/sc,45408.00,9/2/2021,9/2/2021,PAGO,45408.00
SAÍDA,3400 Impostos e Taxas,3415 Inpec,Instituto Pecuária de Corte,-,Abate 18 Fêmeas - Frigoestrela S/A - Serra Formosa,44.86,9/2/2021,9/2/2021,PAGO,44.86
SAÍDA,3400 Impostos e Taxas,3499 Diversos,Governo MT,FESA,Abate 18 Fêmeas - Frigoestrela S/A - Serra Formosa,56.92,9/2/2021,9/2/2021,PAGO,56.92
SAÍDA,3400 Impostos e Taxas,3410 FETHAB,Governo MT,-,Abate 18 Fêmeas - Frigoestrela S/A - Serra Formosa,819.10,9/2/2021,9/2/2021,PAGO,819.10
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,-,Abate 18 Fêmeas - Frigoestrela S/A - Serra Formosa,144.54,9/2/2021,9/2/2021,PAGO,144.54
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,-,02 GTA's Transferência Dom Aquino - São Pedro,80.32,9/2/2021,9/2/2021,PAGO,80.32
SAÍDA,3400 Impostos e Taxas,3415 Inpec,Instituto Pecuária de Corte,-,Transferência 150 Animais MT para MS,373.80,9/2/2021,9/2/2021,PAGO,373.80
SAÍDA,3400 Impostos e Taxas,3410 FETHAB,Governo MT,-,Transferência 150 Animais MT para MS,6825.83,9/2/2021,9/2/2021,PAGO,6825.83
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,-,Transferência 150 Animais MT para MS,80.32,9/2/2021,9/2/2021,PAGO,80.32
SAÍDA,3100 Pessoal e Encargos Sociais,3125 Vale-Refeição,Funcionários,-,Sodexo,2640.00,9/2/2021,10/2/2021,PAGO,2640.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lote P014,Parcela 3/5,155365.00,9/2/2021,9/2/2021,PAGO,155365.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 70/sc,46583.34,9/2/2021,9/2/2021,PAGO,46583.34
SAÍDA,2400 Suplementação,2410 Concentrados,Cooperbem,NF 1392,"21,87 Ton - Caroço de Algodão - Serra Formosa",41553.00,9/1/2021,9/1/2021,PAGO,41553.00
SAÍDA,2000 Administrativas,2020 Internet / TV,Plugmais,NF 174072,Parcela 2/5,4429.15,8/31/2021,8/31/2021,PAGO,4429.15
SAÍDA,3400 Impostos e Taxas,3499 Diversos,SEFAZ MT DAR,-,Licenciamento F350,140.00,8/31/2021,8/31/2021,PAGO,140.00
SAÍDA,3400 Impostos e Taxas,3499 Diversos,SEFAZ MT DAR,-,Licenciamento Montana,140.00,8/31/2021,8/31/2021,PAGO,140.00
SAÍDA,3400 Impostos e Taxas,3499 Diversos,SEFAZ MT DAR,-,Transporte MT/MS,1152.00,8/31/2021,,EM ABERTO,
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 48551,Parcela 3/3,2181.00,8/31/2021,8/31/2021,PAGO,2181.00
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Alvorada,NF 3269,Parcela 4/6,4000.00,8/31/2021,8/31/2021,PAGO,4000.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões (31/07/21),Lote 24,Parcela 2/5,63450.00,8/31/2021,8/31/2021,PAGO,63450.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 100221 e 100248,Parcela 1/4,945.00,8/31/2021,8/31/2021,PAGO,945.00
SAÍDA,2400 Suplementação,2410 Concentrados,Mana Cereais,-,Casquinha de Soja Serra Formosa,46400.00,8/31/2021,8/31/2021,PAGO,46400.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,"Milho R$ 85,6/sc - Serra Formosa",46594.39,8/31/2021,8/31/2021,PAGO,8284.47
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Prestadora de Serviços Anrain,-,"Caminhão colheita Serra Formosa (129,5 horas)",10521.00,8/31/2021,8/31/2021,PAGO,10521.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Maria do Carmo Soares Essias,-,Parcela 3/3,20708.50,8/30/2021,8/27/2021,PAGO,20629.50
SAÍDA,2100 Comerciais,2110 Comissões,Programa Leilões (31/07/21),Lote 24,-,12690.00,8/30/2021,,EM ABERTO,
SAÍDA,2000 Administrativas,2035 Material de Escritório e Limpeza,Fênix Supermercado,NF 68847,Compras 01/07,1808.16,8/30/2021,8/30/2021,PAGO,1808.16
SAÍDA,2000 Administrativas,2035 Material de Escritório e Limpeza,Fênix Supermercado,NF 68856,Compras 01/07,62.74,8/30/2021,8/30/2021,PAGO,62.74
SAÍDA,2000 Administrativas,2040 Supermercado,Fênix Supermercado,NF,Mantimentos 07/07,951.46,8/30/2021,8/30/2021,PAGO,951.46
SAÍDA,2000 Administrativas,2040 Supermercado,Fênix Supermercado,NF,Compras Viagem Rodolfo 07/07,896.23,8/30/2021,8/30/2021,PAGO,896.23
SAÍDA,2000 Administrativas,2040 Supermercado,Fênix Supermercado,NF 69358,"Arroz, cebla e óleo - Serra Formosa (19/07)",251.73,8/30/2021,8/30/2021,PAGO,251.73
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 43 - Leilão Martelo,Parcela 4/6,2480.00,8/28/2021,8/30/2021,PAGO,2480.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 52 - Leilão Martelo,Parcela 4/6,1100.00,8/28/2021,8/30/2021,PAGO,1100.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 34 - Leilão Martelo,Parcela 4/6,2880.00,8/28/2021,8/30/2021,PAGO,2880.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Nogueira Leilões (29/06/21),Lote 18,Única,115500.00,8/28/2021,8/30/2021,PAGO,115500.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Nogueira Leilões (29/06/21),Lote 18,-,4042.50,8/28/2021,8/30/2021,PAGO,4042.50
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3099 Diversos,GD Comércio Varejista de Peças,NF's 45556 e 590,Única,488.60,8/28/2021,8/30/2021,PAGO,488.60
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,NF 212272,Única,2936.78,8/28/2021,8/30/2021,PAGO,2936.78
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,NF,Única,1500.00,8/28/2021,8/30/2021,PAGO,1500.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16128 NF 2021732,Parcela 4/4,2000.00,8/27/2021,8/27/2021,PAGO,2000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,NF 203584,Parcela 4/4,7104.67,8/27/2021,8/27/2021,PAGO,7104.67
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16128 NF's 203585,Parcela 3/4,5109.06,8/27/2021,8/27/2021,PAGO,5109.06
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16129 NF 2021731,Parcela 4/4,2000.00,8/27/2021,8/27/2021,PAGO,2000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 48452,Parcela 3/4,4157.00,8/27/2021,8/27/2021,PAGO,4157.00
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 991296,Única,1832.93,8/27/2021,8/27/2021,PAGO,1832.93
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 18127,-,9250.00,8/27/2021,8/27/2021,PAGO,9250.00
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 19736,Parcela 2/4,13377.46,8/27/2021,8/27/2021,PAGO,13377.46
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,LF Leilões (28/06/21),Lote 30,Única,270000.00,8/27/2021,8/27/2021,PAGO,270000.00
