REGI√O,ESTADO,DESTINAT¡RIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTA«√O,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
SUDESTE,ESPÕRITO SANTO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,195,325829,Entrega realizada,8/19/2020
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,8435,325830,Entrega realizada,8/17/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,2350,325831,Entrega realizada,8/19/2020
CENTRO-OESTE,MATO GROSSO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3005,325832,Entrega realizada,8/18/2020
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,7280,325833,Entrega realizada,8/17/2020
SUDESTE,MINAS GERAIS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,7240,325834,Entrega realizada,8/18/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3425,325835,Entrega realizada,8/14/2020
NORDESTE,PARAÕBA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,115,325836,Entrega realizada,8/15/2020
SUL,PARAN¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,6925,325838,Entrega realizada,8/18/2020
NORDESTE,PERNAMBUCO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3195,325839,Entrega realizada,8/15/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,1770,325840,Entrega realizada,8/15/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,12850,325841,Entrega realizada,8/17/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,6235,325842,Entrega realizada,8/15/2020
SUL,RIO GRANDE DO SUL,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,8905,325842,Entrega realizada,8/15/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,1510,325844,Entrega realizada,8/15/2020
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,1410,325846,Entrega realizada,8/15/2020
SUL,SANTA CATARINA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,7000,325847,Entrega realizada,8/17/2020
SUDESTE,S√O PAULO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,27885,325848,Entrega realizada,8/14/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,2570,325849,Entrega realizada,8/15/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3245,325851,Entrega realizada,8/19/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,645,325823,Entrega realizada,8/15/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,1110,325824,Entrega realizada,8/15/2020
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,300,325825,Entrega realizada,8/15/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,2460,325826,Entrega realizada,8/14/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,2205,325827,Entrega realizada,8/14/2020
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,4035,325828,Entrega realizada,8/17/2020
SUDESTE,ESPÕRITO SANTO,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,240,325829,Entrega realizada,8/19/2020
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,3330,325830,Entrega realizada,8/17/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,1575,325831,Entrega realizada,8/19/2020
CENTRO-OESTE,MATO GROSSO,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,2175,325832,Entrega realizada,8/18/2020
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,1275,325833,Entrega realizada,8/17/2020
SUDESTE,MINAS GERAIS,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,3765,325834,Entrega realizada,8/18/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,2550,325835,Entrega realizada,8/14/2020
NORDESTE,PARAÕBA,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,120,325836,Entrega realizada,8/15/2020
SUL,PARAN¡,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,2490,325838,Entrega realizada,8/18/2020
NORDESTE,PERNAMBUCO,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,1830,325839,Entrega realizada,8/14/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,4875,325840,Entrega realizada,8/15/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,3135,325841,Entrega realizada,8/17/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,3000,325842,Entrega realizada,8/15/2020
SUL,RIO GRANDE DO SUL,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,3300,325842,Entrega realizada,8/15/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,480,325844,Entrega realizada,8/15/2020
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,1395,325846,Entrega realizada,8/15/2020
SUL,SANTA CATARINA,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,2085,325847,Entrega realizada,8/17/2020
SUDESTE,S√O PAULO,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,16860,325848,Entrega realizada,8/14/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,2355,325849,Entrega realizada,8/15/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,780,325851,Entrega realizada,8/19/2020
NORTE,ACRE,SES,REQUISI«√O ADMINISTRATIVA, BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,105,325822,Entrega realizada,8/15/2020
NORTE,ACRE,SES,REQUISI«√O ADMINISTRATIVA,SCHERING-PLOUGH IND⁄STRIA FARMAC UTICA LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,288,325853,Entrega realizada,8/15/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2130,325854,Entrega realizada,8/15/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,980,325855,Entrega realizada,8/15/2020
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA,SCHERING-PLOUGH IND⁄STRIA FARMAC UTICA LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,180,325856,Entrega realizada,8/15/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,16240,325857,Entrega realizada,8/14/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3540,325858,Entrega realizada,8/14/2020
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISI«√O ADMINISTRATIVA,SCHERING-PLOUGH IND⁄STRIA FARMAC UTICA LTDA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,240,325859,Entrega realizada,8/17/2020
SUDESTE,ESPÕRITO SANTO,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,260,325860,Entrega realizada,8/19/2020
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,10930,325861,Entrega realizada,8/17/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1830,325862,Entrega realizada,8/19/2020
CENTRO-OESTE,MATO GROSSO,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3890,325864,Entrega realizada,8/18/2020
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,13830,325865,Entrega realizada,8/17/2020
SUDESTE,MINAS GERAIS,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,7020,325866,Entrega realizada,8/18/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,11950,325867,Entrega realizada,8/14/2020
NORDESTE,PARAÕBA,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,130,325869,Entrega realizada,8/15/2020
SUL,PARAN¡,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,23820,325870,Entrega realizada,8/18/2020
NORDESTE,PERNAMBUCO,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,6910,325871,Entrega realizada,8/14/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2650,325872,Entrega realizada,8/15/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,24430,325873,Entrega realizada,8/17/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,10980,325874,Entrega realizada,8/15/2020
SUL,RIO GRANDE DO SUL,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,9640,325875,Entrega realizada,8/18/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,990,325876,Entrega realizada,8/15/2020
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1050,325877,Entrega realizada,8/17/2020
SUL,SANTA CATARINA,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,10080,325878,Entrega realizada,8/17/2020
SUDESTE,S√O PAULO,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,78460,325879,Entrega realizada,8/14/2020
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,3720,325881,Entrega realizada,8/15/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,EUROFARMA,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,4540,325882,Entrega realizada,8/19/2020
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISI«√O ADMINISTRATIVA, GLAXOSMITHKLINE BRASIL LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",50,325865,Entrega realizada,8/17/2020
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA, GLAXOSMITHKLINE BRASIL LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",50,325877,Entrega realizada,8/17/2020
NORTE,ACRE,SES,REQUISI«√O ADMINISTRATIVA, LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,35,326044,Entrega realizada,8/24/2020
NORTE,ACRE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,370,326044,Entrega realizada,8/24/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,1690,326045,Entrega realizada,8/18/2020
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,1570,326046,Entrega realizada,8/17/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,8060,326047,Entrega realizada,8/24/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,10480,326049,Entrega realizada,8/19/2020
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,15670,326056,Entrega realizada,8/17/2020
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,14710,326057,Entrega realizada,8/17/2020
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,1900,326058,Entrega realizada,8/17/2020
SUDESTE,MINAS GERAIS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,12090,326059,Entrega realizada,8/19/2020
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,2280,326060,Entrega realizada,8/17/2020
CENTRO-OESTE,MATO GROSSO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,1800,326061,Entrega realizada,8/18/2020
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,2560,326062,Entrega realizada,8/19/2020
NORDESTE,PERNAMBUCO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,4070,326063,Entrega realizada,8/17/2020
NORDESTE,PIAUÕ,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,2450,326064,Entrega realizada,8/17/2020
SUL,PARAN¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,8490,326065,Entrega realizada,8/19/2020
SUDESTE,RIO DE JANEIRO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,9020,326066,Entrega realizada,8/17/2020
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,44730,326055,Entrega realizada,8/19/2020
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,24040,326054,Entrega realizada,8/21/2020
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,12660,326053,Entrega realizada,8/20/2020
SUL,RIO GRANDE DO SUL,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,8650,326052,Entrega realizada,8/18/2020
SUL,SANTA CATARINA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,6360,326051,Entrega realizada,8/17/2020
SUDESTE,S√O PAULO,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,37010,326050,Entrega realizada,8/18/2020
NORTE,TOCANTINS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 5 mL,840,326048,Entrega realizada,8/19/2020
NORTE,ACRE,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,200,326044,Entrega realizada,8/24/2020
NORDESTE,ALAGOAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,9300,326045,Entrega realizada,8/18/2020
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,600,326046,Entrega realizada,8/17/2020
NORTE,AMAP¡,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,2000,326047,Entrega realizada,8/24/2020
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",AMPOLA 20 mL,3000,326049,Entrega realizada,8/19/2020
