nome_carro,marca,modelo,idade_carro,km_percorrido,tipo_vendedor,tipo_combustivel,tipo_transmissao,quilometragem,motor,potencia,assentos,preco_venda,ipva,familia
Honda Amaze,Honda,Amaze,8,54000,distribuidor,Diesel,Manual,25.8,1498,98.6,5,380000,15200.0,media
Volkswagen Vento,Volkswagen,Vento,3,30000,distribuidor,Diesel,Automatic,22.15,1498,108.6,5,951000,38040.0,media
Skoda Rapid,Skoda,Rapid,5,72000,distribuidor,Diesel,Automatic,21.66,1498,103.52,5,580000,23200.0,media
Maruti Ertiga,Maruti,Ertiga,4,35000,distribuidor,Diesel,Manual,24.52,1248,88.5,7,875000,35000.0,grande
Maruti Ertiga,Maruti,Ertiga,3,49000,distribuidor,CNG,Manual,17.5,1373,80.46,7,819000,32760.0,grande
Maruti Alto,Maruti,Alto,3,17000,distribuidor,Petrol,Manual,24.7,796,47.3,5,345000,13800.0,media
Maruti Vitara,Maruti,Vitara,4,32000,distribuidor,Diesel,Manual,24.3,1248,88.5,5,845000,33800.0,media
Honda Amaze,Honda,Amaze,6,43251,distribuidor,Diesel,Manual,25.8,1498,98.6,5,515000,20600.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,6,45000,distribuidor,Diesel,Manual,19.3,1248,73.9,5,615000,24600.0,media
Hyundai i20,Hyundai,i20,6,25000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,571000,22840.0,media
Hyundai Verna,Hyundai,Verna,9,115721,distribuidor,Diesel,Manual,22.32,1582,126.32,5,495000,19800.0,media
Honda City,Honda,City,8,64800,distribuidor,Petrol,Manual,16.8,1497,116.4,5,450000,18000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,particular,Petrol,Manual,19.0,1197,85.8,5,200000,8000.0,media
Maruti Wagon R,Maruti,Wagon R,5,50000,particular,Petrol,Automatic,20.51,998,67.0,5,425000,17000.0,media
Hyundai i20,Hyundai,i20,8,20000,particular,Petrol,Manual,18.5,1197,82.85,5,425000,17000.0,media
Volkswagen Polo,Volkswagen,Polo,6,52000,distribuidor,Petrol,Automatic,17.21,1197,103.6,5,699000,27960.0,media
Maruti A,Maruti,A,10,48100,distribuidor,Petrol,Manual,19.0,998,66.1,5,225000,9000.0,media
Maruti Ertiga,Maruti,Ertiga,8,76000,distribuidor,Petrol,Manual,16.02,1373,93.7,7,590000,23600.0,grande
Mahindra Scorpio,Mahindra,Scorpio,11,91000,distribuidor,Diesel,Manual,13.5,2179,115.0,5,365000,14600.0,media
Ford Fiesta,Ford,Fiesta,13,100000,particular,Diesel,Manual,17.8,1399,68.0,5,180000,7200.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,150000,distribuidor,Diesel,Manual,23.4,1248,74.0,5,330000,13200.0,media
Toyota Innova,Toyota,Innova,6,106000,distribuidor,Diesel,Manual,12.99,2494,100.6,8,1175000,47000.0,grande
Maruti Baleno,Maruti,Baleno,3,40000,particular,Diesel,Manual,27.39,1248,74.0,5,700000,28000.0,media
Hyundai i10,Hyundai,i10,8,42020,distribuidor confiável,Petrol,Manual,20.36,1197,78.9,5,365000,14600.0,media
Mercedes-Benz M-Class,Mercedes-Benz,M-Class,6,35500,distribuidor,Diesel,Automatic,15.26,2143,203.2,5,2845000,113800.0,media
Honda Amaze,Honda,Amaze,6,72000,distribuidor,Diesel,Manual,25.8,1498,98.6,5,590000,23600.0,media
Toyota Corolla,Toyota,Corolla,9,90000,distribuidor,Diesel,Manual,21.43,1364,138.0,5,525000,21000.0,media
Hyundai Santa,Hyundai,Santa,10,88000,particular,Diesel,Manual,14.66,2199,194.3,7,800000,32000.0,grande
Maruti Ertiga,Maruti,Ertiga,3,37000,distribuidor,Petrol,Manual,19.34,1462,103.0,7,825000,33000.0,grande
Maruti SX4,Maruti,SX4,5,44560,distribuidor,Diesel,Manual,23.65,1248,88.5,5,825000,33000.0,media
Toyota Innova,Toyota,Innova,8,135000,distribuidor,Diesel,Manual,12.8,2494,102.0,7,1021000,40840.0,grande
Volkswagen Vento,Volkswagen,Vento,4,41000,distribuidor,Petrol,Automatic,18.19,1197,103.5,5,750000,30000.0,media
Hyundai Grand,Hyundai,Grand,6,85000,distribuidor,Diesel,Manual,24.0,1120,70.0,5,385000,15400.0,media
Toyota Etios,Toyota,Etios,8,79000,distribuidor,Diesel,Manual,23.59,1364,67.04,5,515000,20600.0,media
Ford Ecosport,Ford,Ecosport,6,60000,particular,Diesel,Manual,22.77,1498,98.59,5,650000,26000.0,media
Honda Amaze,Honda,Amaze,6,98500,distribuidor,Diesel,Manual,25.8,1498,98.6,5,500000,20000.0,media
Audi A6,Audi,A6,8,56000,distribuidor,Diesel,Automatic,17.68,1968,174.33,5,1700000,68000.0,media
Nissan Terrano,Nissan,Terrano,6,56000,distribuidor,Diesel,Manual,20.45,1461,83.8,5,665000,26600.0,media
Maruti Wagon R,Maruti,Wagon R,3,23000,distribuidor,Petrol,Automatic,20.51,998,67.0,5,465000,18600.0,media
Honda Jazz,Honda,Jazz,12,50000,distribuidor,Petrol,Manual,16.0,1198,90.0,5,299000,11960.0,media
Ford Ecosport,Ford,Ecosport,7,38000,distribuidor,Diesel,Manual,22.7,1498,89.84,5,650000,26000.0,media
Skoda Superb,Skoda,Superb,10,62500,distribuidor,Petrol,Automatic,13.7,1798,157.75,5,499000,19960.0,media
Hyundai i20,Hyundai,i20,4,27000,distribuidor,Petrol,Manual,17.19,1197,81.86,5,595000,23800.0,media
Hyundai i10,Hyundai,i10,11,77000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,255000,10200.0,media
Ford Ecosport,Ford,Ecosport,7,52034,distribuidor,Petrol,Manual,15.8,1499,110.0,5,575000,23000.0,media
Renault KWID,Renault,KWID,5,25600,particular,Petrol,Manual,25.17,799,53.3,5,280000,11200.0,media
Chevrolet Beat,Chevrolet,Beat,9,50000,distribuidor,Petrol,Manual,18.6,1199,79.4,5,169000,6760.0,media
Chevrolet Cruze,Chevrolet,Cruze,8,63000,distribuidor,Diesel,Manual,17.3,1998,163.7,5,425000,17000.0,media
Volkswagen Vento,Volkswagen,Vento,10,76000,distribuidor,Diesel,Manual,20.54,1598,103.6,5,310000,12400.0,media
Mahindra XUV500,Mahindra,XUV500,5,92000,distribuidor,Diesel,Automatic,16.0,2179,140.0,7,1235000,49400.0,grande
Volkswagen Vento,Volkswagen,Vento,10,78265,distribuidor,Diesel,Manual,20.54,1598,103.6,5,375000,15000.0,media
Hyundai Santro,Hyundai,Santro,2,31000,distribuidor,CNG,Manual,30.48,1086,58.0,5,540000,21600.0,media
Maruti Swift,Maruti,Swift,10,80500,distribuidor,Diesel,Manual,22.9,1248,74.0,5,400000,16000.0,media
Hyundai EON,Hyundai,EON,8,111000,particular,Petrol,Manual,21.1,814,55.2,5,285000,11400.0,media
Toyota Corolla,Toyota,Corolla,5,95904,distribuidor,Petrol,Automatic,14.28,1798,138.03,5,990000,39600.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,45000,distribuidor,Diesel,Automatic,26.59,1248,74.0,5,695000,27800.0,media
Maruti Swift,Maruti,Swift,13,100000,particular,Diesel,Manual,17.8,1248,75.0,5,265000,10600.0,media
Maruti Swift,Maruti,Swift,6,34000,distribuidor,Petrol,Manual,16.1,1197,85.0,5,450000,18000.0,media
Maruti Swift,Maruti,Swift,9,70000,particular,Diesel,Manual,22.9,1248,74.0,5,499000,19960.0,media
Jaguar XF,Jaguar,XF,8,44000,distribuidor,Diesel,Automatic,19.33,1999,177.0,5,1675000,67000.0,media
Maruti Alto,Maruti,Alto,12,67833,distribuidor,Petrol,Manual,19.7,796,46.3,5,175000,7000.0,media
Honda WR-V,Honda,WR-V,4,60000,particular,Diesel,Manual,25.5,1498,98.6,5,775000,31000.0,media
Ford Ecosport,Ford,Ecosport,6,90000,particular,Petrol,Automatic,15.63,1499,110.4,5,530000,21200.0,media
Maruti Ertiga,Maruti,Ertiga,5,72000,distribuidor,Diesel,Manual,24.52,1248,88.5,7,840000,33600.0,grande
Honda City,Honda,City,7,66475,distribuidor,Petrol,Manual,17.8,1497,117.3,5,575000,23000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,9,82000,distribuidor,Diesel,Manual,26.59,1248,74.0,5,481000,19240.0,media
Volkswagen Vento,Volkswagen,Vento,5,50000,particular,Diesel,Automatic,22.15,1498,108.6,5,725000,29000.0,media
Hyundai Verna,Hyundai,Verna,2,14000,distribuidor,Diesel,Manual,22.0,1582,126.2,5,1125000,45000.0,media
Maruti Eeco,Maruti,Eeco,7,63000,distribuidor,Petrol,Manual,15.37,1196,72.42,7,295000,11800.0,grande
Maruti Baleno,Maruti,Baleno,4,30726,distribuidor,Petrol,Manual,21.1,998,100.0,5,659000,26360.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,6,180000,particular,Diesel,Manual,26.59,1248,74.0,5,560000,22400.0,media
Skoda Superb,Skoda,Superb,11,59000,distribuidor,Diesel,Automatic,17.2,1968,138.03,5,549000,21960.0,media
Volkswagen Vento,Volkswagen,Vento,7,70462,distribuidor,Diesel,Automatic,21.21,1498,103.2,5,540000,21600.0,media
Renault KWID,Renault,KWID,3,10000,particular,Petrol,Manual,23.01,999,67.0,5,375000,15000.0,media
Hyundai Grand,Hyundai,Grand,5,48303,distribuidor,Petrol,Manual,18.9,1197,82.0,5,455000,18200.0,media
BMW 3,BMW,3,5,46000,distribuidor,Diesel,Automatic,21.76,1995,188.0,5,2650000,106000.0,media
Maruti Ciaz,Maruti,Ciaz,6,41000,distribuidor,Petrol,Manual,20.73,1373,91.1,5,600000,24000.0,media
Volkswagen Vento,Volkswagen,Vento,8,90000,particular,Diesel,Manual,20.54,1598,103.6,5,520000,20800.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,9,34000,particular,Petrol,Manual,19.1,1197,85.8,5,455000,18200.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,3,17000,distribuidor,Petrol,Manual,21.21,1197,81.8,5,705000,28200.0,media
Maruti Alto,Maruti,Alto,7,40000,particular,Petrol,Manual,22.74,796,47.3,5,230000,9200.0,media
Hyundai Xcent,Hyundai,Xcent,4,70000,particular,Diesel,Manual,25.4,1186,73.97,5,510000,20400.0,media
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,32000,distribuidor,Diesel,Automatic,13.0,2143,204.0,5,2350000,94000.0,media
Hyundai i20,Hyundai,i20,4,51962,distribuidor,Petrol,Manual,18.6,1197,81.83,5,575000,23000.0,media
Toyota Corolla,Toyota,Corolla,10,99000,distribuidor,Diesel,Manual,21.43,1364,87.2,5,485000,19400.0,media
Ford Fiesta,Ford,Fiesta,10,84000,distribuidor,Diesel,Manual,23.5,1498,90.0,5,295000,11800.0,media
Maruti Celerio,Maruti,Celerio,4,18400,distribuidor,Petrol,Automatic,21.63,998,67.04,5,485000,19400.0,media
Maruti Wagon R,Maruti,Wagon R,8,77000,distribuidor,CNG,Manual,26.6,998,58.16,5,335000,13400.0,media
Mercedes-Benz B,Mercedes-Benz,B,6,80000,distribuidor,Diesel,Automatic,14.8,2143,120.7,5,1381000,55240.0,media
Mahindra Scorpio,Mahindra,Scorpio,6,95006,distribuidor,Diesel,Manual,15.4,2523,75.0,9,850000,34000.0,grande
Skoda Laura,Skoda,Laura,10,72525,particular,Petrol,Manual,13.4,1798,157.8,5,350000,14000.0,media
Toyota Innova,Toyota,Innova,2,12500,distribuidor,Diesel,Manual,13.68,2393,147.8,7,1750000,70000.0,grande
Ford Figo,Ford,Figo,9,43500,distribuidor,Diesel,Manual,20.0,1399,68.0,5,310000,12400.0,media
Ford Ecosport,Ford,Ecosport,3,28015,particular,Petrol,Manual,17.0,1497,121.31,5,850000,34000.0,media
Toyota Innova,Toyota,Innova,12,125000,distribuidor,Diesel,Manual,12.8,2494,102.0,8,650000,26000.0,grande
Chevrolet Enjoy,Chevrolet,Enjoy,8,70000,distribuidor,Petrol,Manual,13.7,1399,98.82,7,295000,11800.0,grande
Maruti Ignis,Maruti,Ignis,4,34000,particular,Petrol,Manual,20.89,1197,81.8,5,449000,17960.0,media
Honda City,Honda,City,10,78000,distribuidor,Petrol,Manual,17.0,1497,118.0,5,265000,10600.0,media
Volkswagen Polo,Volkswagen,Polo,9,45710,distribuidor,Petrol,Manual,16.47,1198,73.9,5,354000,14160.0,media
Maruti Swift,Maruti,Swift,3,50000,particular,Diesel,Manual,28.4,1248,74.0,5,685000,27400.0,media
Hyundai EON,Hyundai,EON,9,40000,particular,Petrol,Manual,21.1,814,55.2,5,200000,8000.0,media
Mahindra Scorpio,Mahindra,Scorpio,1,15000,particular,Diesel,Manual,15.4,2523,75.0,7,675000,27000.0,grande
Maruti Vitara,Maruti,Vitara,5,55275,distribuidor,Diesel,Manual,24.3,1248,88.5,5,825000,33000.0,media
Toyota Innova,Toyota,Innova,7,77000,particular,Diesel,Manual,12.99,2494,100.57,7,1075000,43000.0,grande
Mahindra Bolero,Mahindra,Bolero,1,40000,particular,Diesel,Manual,16.5,1493,70.0,7,750000,30000.0,grande
Hyundai Grand,Hyundai,Grand,4,67000,distribuidor,Petrol,Manual,18.9,1197,82.0,5,519000,20760.0,media
Hyundai i10,Hyundai,i10,10,63000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,230000,9200.0,media
Ford Figo,Ford,Figo,9,69000,distribuidor,Diesel,Manual,20.0,1399,68.0,5,235000,9400.0,media
Maruti Swift,Maruti,Swift,3,23000,particular,Petrol,Manual,22.0,1197,81.8,5,750000,30000.0,media
Maruti Ignis,Maruti,Ignis,4,44827,distribuidor,Petrol,Manual,20.89,1197,81.8,5,495000,19800.0,media
Maruti Wagon R,Maruti,Wagon R,15,64659,distribuidor,Petrol,Manual,17.3,1061,64.0,5,110000,4400.0,media
Maruti Alto,Maruti,Alto,11,29000,distribuidor,Petrol,Manual,19.7,796,46.3,5,175000,7000.0,media
Toyota Land Cruiser,Toyota,Land Cruiser,11,204983,distribuidor,Diesel,Automatic,11.0,2982,170.3,7,2900000,116000.0,grande
Ford Fiesta,Ford,Fiesta,14,74500,distribuidor,Petrol,Manual,16.6,1388,68.0,5,175000,7000.0,media
Maruti Alto,Maruti,Alto,5,49000,distribuidor,Petrol,Manual,22.74,796,47.3,5,300000,12000.0,media
Renault KWID,Renault,KWID,4,35500,distribuidor,Petrol,Manual,25.17,799,53.3,5,295000,11800.0,media
BMW 3,BMW,3,6,74898,distribuidor,Diesel,Automatic,18.88,1995,184.0,5,1600000,64000.0,media
Renault KWID,Renault,KWID,5,35000,particular,Petrol,Manual,25.17,799,53.3,5,250000,10000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,8,37000,distribuidor,Petrol,Manual,19.1,1197,85.8,5,445000,17800.0,media
Audi A4,Audi,A4,4,36000,distribuidor,Diesel,Automatic,17.11,1968,174.33,5,2090000,83600.0,media
Hyundai Grand,Hyundai,Grand,6,40103,distribuidor,Petrol,Manual,18.9,1197,82.0,5,440000,17600.0,media
Chevrolet Enjoy,Chevrolet,Enjoy,6,47000,particular,Petrol,Manual,13.7,1399,98.82,8,255000,10200.0,grande
Volkswagen Vento,Volkswagen,Vento,4,25000,particular,Petrol,Automatic,18.19,1197,103.5,5,850000,34000.0,media
Toyota Innova,Toyota,Innova,7,175645,distribuidor,Diesel,Manual,12.8,2494,102.0,8,1050000,42000.0,grande
Mahindra Scorpio,Mahindra,Scorpio,5,56000,particular,Diesel,Manual,15.4,2523,75.0,9,875000,35000.0,grande
Toyota Innova,Toyota,Innova,10,113200,distribuidor,Diesel,Manual,12.99,2494,100.6,7,675000,27000.0,grande
Hyundai i20,Hyundai,i20,7,31847,distribuidor,Petrol,Manual,18.5,1197,80.0,5,485000,19400.0,media
Maruti Ciaz,Maruti,Ciaz,3,31000,distribuidor,Petrol,Manual,20.65,1462,103.25,5,799000,31960.0,media
Maruti Swift,Maruti,Swift,9,66539,distribuidor,Petrol,Manual,18.6,1197,85.8,5,250000,10000.0,media
Volkswagen Polo,Volkswagen,Polo,5,49000,distribuidor,Petrol,Automatic,17.21,1197,103.5,5,650000,26000.0,media
Mahindra KUV,Mahindra,KUV,4,19838,distribuidor,Petrol,Manual,18.15,1198,82.0,6,475000,19000.0,grande
Hyundai Grand,Hyundai,Grand,1,5000,distribuidor,Petrol,Manual,20.7,1197,81.86,5,725000,29000.0,media
Maruti Ritz,Maruti,Ritz,10,74500,distribuidor,Diesel,Manual,21.1,1248,73.9,5,299000,11960.0,media
Toyota Corolla,Toyota,Corolla,14,47100,distribuidor,Petrol,Automatic,11.3,1794,125.0,5,225000,9000.0,media
Honda Amaze,Honda,Amaze,8,119462,distribuidor,Diesel,Manual,24.7,1498,98.63,5,425000,17000.0,media
Renault Scala,Renault,Scala,7,60337,distribuidor,Diesel,Manual,21.64,1461,84.8,5,450000,18000.0,media
Maruti Wagon R,Maruti,Wagon R,3,32000,distribuidor,CNG,Manual,33.54,998,67.04,5,485000,19400.0,media
Ford Ecosport,Ford,Ecosport,6,78000,distribuidor,Petrol,Manual,18.88,999,123.37,5,635000,25400.0,media
Maruti Wagon R,Maruti,Wagon R,5,70000,particular,Petrol,Automatic,20.51,998,67.0,5,420000,16800.0,media
Ford Figo,Ford,Figo,5,80000,particular,Diesel,Manual,25.83,1498,99.0,5,400000,16000.0,media
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,14,50000,distribuidor,Petrol,Automatic,10.13,3498,364.9,5,800000,32000.0,media
Honda City,Honda,City,2,20000,distribuidor,Petrol,Automatic,18.0,1497,117.6,5,1125000,45000.0,media
Volvo S60,Volvo,S60,9,50000,distribuidor,Diesel,Automatic,18.5,1985,163.0,5,1070000,42800.0,media
Toyota Corolla,Toyota,Corolla,8,170000,distribuidor,Diesel,Manual,21.43,1364,87.2,5,600000,24000.0,media
Maruti Ciaz,Maruti,Ciaz,4,100000,particular,Diesel,Manual,28.09,1248,88.5,5,625000,25000.0,media
Hyundai Verna,Hyundai,Verna,2,30000,particular,Diesel,Manual,24.0,1396,88.76,5,995000,39800.0,media
Maruti Alto,Maruti,Alto,5,25603,distribuidor,Petrol,Manual,22.74,796,47.3,5,291000,11640.0,media
Skoda Superb,Skoda,Superb,5,56000,distribuidor,Diesel,Automatic,18.19,1968,174.5,5,1875000,75000.0,media
Hyundai i20,Hyundai,i20,8,52891,distribuidor,Petrol,Manual,18.6,1197,81.83,5,450000,18000.0,media
Renault Scala,Renault,Scala,8,147000,particular,Diesel,Manual,21.64,1461,84.8,5,350000,14000.0,media
Hyundai i10,Hyundai,i10,7,59586,distribuidor,Petrol,Manual,19.81,1086,68.05,5,300000,12000.0,media
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,59000,distribuidor,Diesel,Automatic,14.94,2143,204.0,5,925000,37000.0,media
Toyota Innova,Toyota,Innova,8,135000,distribuidor,Diesel,Manual,12.99,2494,100.6,8,825000,33000.0,grande
Hyundai Creta,Hyundai,Creta,4,61462,distribuidor,Diesel,Manual,21.38,1396,88.7,5,970000,38800.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,8,52000,distribuidor,Diesel,Manual,28.4,1248,74.02,5,395000,15800.0,media
Skoda Rapid,Skoda,Rapid,5,50000,distribuidor,Petrol,Manual,15.0,1598,103.52,5,570000,22800.0,media
Honda Jazz,Honda,Jazz,10,66000,distribuidor,Petrol,Manual,16.0,1198,90.0,5,325000,13000.0,media
Hyundai i20,Hyundai,i20,11,90000,particular,Diesel,Manual,23.0,1396,90.0,5,310000,12400.0,media
Maruti Eeco,Maruti,Eeco,6,59000,distribuidor,Petrol,Manual,15.1,1196,73.0,7,365000,14600.0,grande
Hyundai i10,Hyundai,i10,9,40000,distribuidor,Petrol,Automatic,16.95,1197,78.9,5,335000,13400.0,media
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,40000,particular,Diesel,Automatic,13.0,2143,204.0,5,2070000,82800.0,media
Chevrolet Beat,Chevrolet,Beat,5,35000,particular,Petrol,Manual,18.6,1199,76.8,5,300000,12000.0,media
Mahindra XUV500,Mahindra,XUV500,5,95000,particular,Diesel,Automatic,16.0,2179,140.0,7,875000,35000.0,grande
Toyota Innova,Toyota,Innova,13,85216,distribuidor,Diesel,Manual,12.8,2494,102.0,7,465000,18600.0,grande
Hyundai Verna,Hyundai,Verna,5,100000,particular,Diesel,Manual,23.9,1582,126.2,5,700000,28000.0,media
Mahindra Scorpio,Mahindra,Scorpio,11,97000,distribuidor,Diesel,Manual,10.5,2179,120.0,7,475000,19000.0,grande
Hyundai i20,Hyundai,i20,5,90000,particular,Diesel,Manual,22.54,1396,88.73,5,540000,21600.0,media
Hyundai Grand,Hyundai,Grand,4,7000,particular,Petrol,Manual,18.9,1197,82.0,5,490000,19600.0,media
Maruti Vitara,Maruti,Vitara,4,80000,particular,Diesel,Manual,24.3,1248,88.5,5,830000,33200.0,media
Maruti Swift,Maruti,Swift,6,56562,distribuidor,Diesel,Manual,25.2,1248,74.0,5,540000,21600.0,media
Maruti Swift,Maruti,Swift,3,25000,particular,Petrol,Manual,22.0,1197,81.8,5,550000,22000.0,media
Volkswagen Polo,Volkswagen,Polo,6,46000,distribuidor,Petrol,Manual,16.47,1198,74.0,5,491000,19640.0,media
Maruti Ciaz,Maruti,Ciaz,6,36681,distribuidor,Petrol,Manual,20.73,1373,91.1,5,611000,24440.0,media
Hyundai Creta,Hyundai,Creta,5,80000,distribuidor,Petrol,Manual,13.0,1591,121.3,5,925000,37000.0,media
Mahindra Bolero,Mahindra,Bolero,12,100000,particular,Diesel,Manual,13.6,2523,63.0,7,260000,10400.0,grande
Toyota Innova,Toyota,Innova,6,199253,distribuidor,Diesel,Manual,12.99,2494,100.6,8,1151000,46040.0,grande
Land Rover Rover,Land Rover,Rover,5,27690,distribuidor,Diesel,Automatic,12.81,1999,148.31,7,3200000,128000.0,grande
Maruti Wagon R,Maruti,Wagon R,5,22756,distribuidor,Petrol,Manual,21.79,998,67.05,5,421000,16840.0,media
Maruti Alto,Maruti,Alto,15,80000,particular,Petrol,Manual,19.7,796,46.3,5,60000,2400.0,media
Mahindra Bolero,Mahindra,Bolero,7,86000,particular,Diesel,Manual,15.96,2523,62.1,7,460000,18400.0,grande
Skoda Rapid,Skoda,Rapid,6,27000,distribuidor,Petrol,Manual,15.0,1598,103.6,5,525000,21000.0,media
Hyundai i20,Hyundai,i20,3,55373,distribuidor,Diesel,Manual,22.54,1396,88.73,5,750000,30000.0,media
Maruti S-Cross,Maruti,S-Cross,3,28000,distribuidor,Diesel,Manual,25.1,1248,88.5,5,1050000,42000.0,media
Hyundai Creta,Hyundai,Creta,3,22000,distribuidor,Diesel,Manual,22.1,1396,88.7,5,1015000,40600.0,media
Mercedes-Benz M-Class,Mercedes-Benz,M-Class,8,110000,distribuidor,Diesel,Automatic,15.26,2143,203.2,5,1695000,67800.0,media
Maruti Ertiga,Maruti,Ertiga,8,80000,distribuidor,Diesel,Manual,20.77,1248,88.8,7,711000,28440.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,particular,Diesel,Manual,19.3,1248,73.9,5,460000,18400.0,media
Mahindra XUV500,Mahindra,XUV500,9,68420,distribuidor,Diesel,Manual,15.1,2179,140.0,7,615000,24600.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,7,63000,distribuidor,Diesel,Manual,23.4,1248,74.0,5,595000,23800.0,media
Maruti Ciaz,Maruti,Ciaz,3,35000,distribuidor,Diesel,Manual,26.32,1498,93.87,5,755000,30200.0,media
Volkswagen CrossPolo,Volkswagen,CrossPolo,5,72815,distribuidor,Diesel,Manual,20.14,1498,88.73,5,565000,22600.0,media
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,3,15200,distribuidor,Diesel,Automatic,16.1,1950,191.7,5,4500000,180000.0,media
Maruti Eeco,Maruti,Eeco,5,64850,particular,CNG,Manual,21.94,1196,61.7,5,320000,12800.0,media
Mahindra XUV500,Mahindra,XUV500,6,51000,distribuidor,Diesel,Manual,15.1,2179,140.0,7,945000,37800.0,grande
Hyundai i20,Hyundai,i20,4,48000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,600000,24000.0,media
Maruti Zen,Maruti,Zen,12,40000,particular,Petrol,Manual,18.2,998,67.1,5,160000,6400.0,media
Hyundai Verna,Hyundai,Verna,10,58222,distribuidor,Diesel,Manual,22.32,1582,126.32,5,421000,16840.0,media
Toyota Fortuner,Toyota,Fortuner,9,75000,distribuidor,Diesel,Manual,13.0,2982,168.5,7,1249000,49960.0,grande
Maruti Alto,Maruti,Alto,13,30008,distribuidor,Petrol,Manual,19.7,796,46.3,5,175000,7000.0,media
Maruti Baleno,Maruti,Baleno,3,10398,distribuidor,Diesel,Manual,27.39,1248,74.0,5,840000,33600.0,media
Maruti Zen,Maruti,Zen,13,35000,particular,Petrol,Manual,18.2,998,67.1,5,175000,7000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,90000,particular,Petrol,Manual,20.85,1197,83.14,5,550000,22000.0,media
Mahindra Scorpio,Mahindra,Scorpio,8,64253,distribuidor,Diesel,Manual,14.0,2523,75.0,7,625000,25000.0,grande
Nissan Sunny,Nissan,Sunny,10,80000,particular,Petrol,Manual,16.95,1498,97.7,5,285000,11400.0,media
Hyundai Grand,Hyundai,Grand,4,30000,particular,Petrol,Manual,18.9,1197,81.86,5,480000,19200.0,media
Hyundai Verna,Hyundai,Verna,8,64308,distribuidor,Diesel,Automatic,18.0,1582,126.2,5,485000,19400.0,media
Maruti Alto,Maruti,Alto,11,53503,distribuidor,Petrol,Manual,19.7,796,46.3,5,175000,7000.0,media
Hyundai Verna,Hyundai,Verna,7,24835,distribuidor confiável,Petrol,Manual,17.43,1396,105.5,5,575000,23000.0,media
Maruti Swift,Maruti,Swift,4,14000,distribuidor,Petrol,Manual,20.4,1197,81.8,5,500000,20000.0,media
Maruti A,Maruti,A,10,48000,distribuidor,Petrol,Manual,19.0,998,66.1,5,235000,9400.0,media
